player,fotmobRating,matchNum,positions,shots,shotsOnTarget,goals,passCompletion,keyPasses,assists,successfulDribbles,tackles,interceptions,penaltiesWon,ownGoal,foulCommitted,penaltyConceded,poorShots,dispossessed,dispossessedOwnHalf,miscontrol,miscontrolOwnHalf,errors,yellowCard,redCard,match_id,match_date,home_team,away_team,competition_stage
Abdullahi Shehu,6.8,7529,['Right Back'],0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7529,6/16/2018,Croatia,Nigeria,Group Stage
Pione Sisto Ifolo Emirmija,6.9,7532,['Left Wing'],1,0,0,83,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7532,6/16/2018,Peru,Denmark,Group Stage
Domagoj Vida,7.4,7529,"['Left Center Back', 'Right Center Back']",0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7529,6/16/2018,Croatia,Nigeria,Group Stage
Dejan Lovren,7.3,7529,"['Right Center Back', 'Left Center Back']",1,0,0,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7529,6/16/2018,Croatia,Nigeria,Group Stage
Ivan Rakitić,7.9,7529,"['Left Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield']",1,0,0,80,3,0,1,2,0,0,0,3,0,1,0,0,1,0,0,1,0,7529,6/16/2018,Croatia,Nigeria,Group Stage
Lionel Andrés Messi Cuccittini,7.6,7531,"['Center Attacking Midfield', 'Right Attacking Midfield']",11,3,0,84,3,0,4,1,0,0,0,1,0,3,9,0,3,1,0,0,0,7531,6/16/2018,Argentina,Iceland,Group Stage
Ángel Fabián Di María Hernández,6.6,7531,"['Left Midfield', 'Left Attacking Midfield']",0,0,0,80,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7531,6/16/2018,Argentina,Iceland,Group Stage
Maximiliano Eduardo Meza,8,7531,"['Right Midfield', 'Right Center Midfield']",0,0,0,84,5,0,0,0,0,1,0,3,0,0,1,0,2,0,0,0,0,7531,6/16/2018,Argentina,Iceland,Group Stage
Lucas Rodrigo Biglia,6.7,7531,['Right Center Midfield'],2,0,0,90,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,7531,6/16/2018,Argentina,Iceland,Group Stage
Javier Alejandro Mascherano,7.5,7531,"['Left Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield']",1,1,0,93,2,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,7531,6/16/2018,Argentina,Iceland,Group Stage
Eduardo Antonio Salvio,7.9,7531,['Right Back'],1,0,0,81,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7531,6/16/2018,Argentina,Iceland,Group Stage
Nicolás Hernán Otamendi,7.9,7531,['Right Center Back'],4,1,0,84,0,0,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,7531,6/16/2018,Argentina,Iceland,Group Stage
Nicolás Alejandro Tagliafico,7.2,7531,['Left Back'],2,0,0,94,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7531,6/16/2018,Argentina,Iceland,Group Stage
Gylfi Þór Sigurðsson,7.6,7531,['Secondary Striker'],4,1,0,65,1,0,3,3,0,0,0,3,0,2,3,2,3,1,0,0,0,7531,6/16/2018,Argentina,Iceland,Group Stage
Faustino Marcos Alberto Rojo,7,7531,['Left Center Back'],1,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7531,6/16/2018,Argentina,Iceland,Group Stage
Birkir Bjarnason,6.1,7531,"['Left Midfield', 'Right Defensive Midfield']",1,0,0,53,0,0,0,2,0,0,0,3,0,1,0,0,2,1,0,0,0,7531,6/16/2018,Argentina,Iceland,Group Stage
Johann Berg Guðmunds­son,6.8,7531,['Right Midfield'],1,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7531,6/16/2018,Argentina,Iceland,Group Stage
Ante Rebić,7.1,7529,"['Left Wing', 'Right Wing']",1,0,0,68,1,0,1,1,0,0,0,5,0,0,0,0,3,1,0,0,0,7529,6/16/2018,Croatia,Nigeria,Group Stage
Robbie Kruse,6.6,7530,['Left Midfield'],0,0,0,85,0,0,0,3,0,0,0,2,0,0,1,1,1,0,0,0,0,7530,6/16/2018,France,Australia,Group Stage
Hörður Björgvin Magnússon,6.1,7531,['Left Back'],0,0,0,34,0,0,0,2,0,0,0,1,1,0,0,0,1,1,0,0,0,7531,6/16/2018,Argentina,Iceland,Group Stage
Fabian Lukas Schär,7.3,7533,['Right Center Back'],0,0,0,79,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,7533,6/17/2018,Brazil,Switzerland,Group Stage
Steven Zuber,7.9,7533,['Left Wing'],2,1,1,70,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7533,6/17/2018,Brazil,Switzerland,Group Stage
Granit Xhaka,6.4,7533,['Left Center Midfield'],0,0,0,85,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,7533,6/17/2018,Brazil,Switzerland,Group Stage
Haris Seferović,6.3,7533,['Center Forward'],0,0,0,45,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,7533,6/17/2018,Brazil,Switzerland,Group Stage
Xherdan Shaqiri,8,7533,['Right Wing'],1,0,0,74,2,1,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,7533,6/17/2018,Brazil,Switzerland,Group Stage
Manuel Obafemi Akanji,7.4,7533,['Left Center Back'],0,0,0,87,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7533,6/17/2018,Brazil,Switzerland,Group Stage
Stephan Lichtsteiner,6.7,7533,['Right Back'],1,0,0,72,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,7533,6/17/2018,Brazil,Switzerland,Group Stage
Marcos Danilo Ureña Porras,6,7535,['Center Forward'],2,1,0,86,0,0,1,0,0,0,0,3,0,1,2,0,0,0,0,0,0,7535,6/17/2018,Costa Rica,Serbia,Group Stage
Hirving Rodrigo Lozano Bahena,8.3,7534,['Left Wing'],2,1,1,91,3,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,7534,6/17/2018,Germany,Mexico,Group Stage
Sami Khedira,6.2,7534,['Right Center Midfield'],1,0,0,78,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7534,6/17/2018,Germany,Mexico,Group Stage
Mesut Özil,6.8,7534,"['Center Attacking Midfield', 'Right Center Midfield', 'Left Center Midfield']",1,0,0,90,4,0,2,0,0,0,0,0,0,0,3,0,2,0,0,0,0,7534,6/17/2018,Germany,Mexico,Group Stage
Thomas Müller,6.7,7534,"['Right Wing', 'Right Center Forward']",0,0,0,65,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,7534,6/17/2018,Germany,Mexico,Group Stage
Hugo Ayala Castro,7.1,7534,"['Right Center Back', 'Left Center Back']",0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7534,6/17/2018,Germany,Mexico,Group Stage
Héctor Alfredo Moreno Herrera,7.3,7534,"['Left Center Back', 'Center Back']",1,1,0,75,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7534,6/17/2018,Germany,Mexico,Group Stage
Jesús Daniel Gallardo Vasconcelos,8.2,7534,['Left Back'],0,0,0,76,1,0,5,1,0,0,0,2,0,0,1,0,0,0,1,0,0,7534,6/17/2018,Germany,Mexico,Group Stage
Héctor Miguel Herrera López,7.4,7534,"['Right Center Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield']",1,1,0,84,0,0,5,4,0,0,0,4,0,0,1,1,1,1,0,1,0,7534,6/17/2018,Germany,Mexico,Group Stage
Carlos Alberto Vela Garrido,7,7534,['Center Attacking Midfield'],1,0,0,79,3,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,7534,6/17/2018,Germany,Mexico,Group Stage
Nikola Milenković,7.5,7535,['Right Center Back'],0,0,0,87,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,7535,6/17/2018,Costa Rica,Serbia,Group Stage
Aleksandar Mitrović,7.4,7535,['Center Forward'],5,1,0,58,1,0,0,2,0,0,0,1,0,2,3,0,3,0,0,0,0,7535,6/17/2018,Costa Rica,Serbia,Group Stage
Ricardo Iván Rodríguez Araya,7.2,7533,['Left Back'],0,0,0,82,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7533,6/17/2018,Brazil,Switzerland,Group Stage
Blerim Džemaili,6.7,7533,['Center Attacking Midfield'],3,1,0,87,1,0,0,0,0,0,0,5,0,2,1,0,2,2,0,0,0,7533,6/17/2018,Brazil,Switzerland,Group Stage
João Miranda de Souza Filho,7.2,7533,['Left Center Back'],1,0,0,91,0,0,1,3,0,0,0,1,0,1,0,0,1,1,0,0,0,7533,6/17/2018,Brazil,Switzerland,Group Stage
Thiago Emiliano da Silva,7,7533,['Right Center Back'],2,0,0,89,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,7533,6/17/2018,Brazil,Switzerland,Group Stage
Willian Borges da Silva,6.8,7533,['Right Wing'],2,0,0,71,1,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,7533,6/17/2018,Brazil,Switzerland,Group Stage
Neymar da Silva Santos Junior,7.6,7533,['Left Wing'],4,2,0,80,4,0,10,1,0,0,0,0,0,0,6,3,3,1,0,0,0,7533,6/17/2018,Brazil,Switzerland,Group Stage
Danilo Luiz da Silva,7.4,7533,['Right Back'],0,0,0,93,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7533,6/17/2018,Brazil,Switzerland,Group Stage
José Paulo Bezzera Maciel Júnior,5.9,7533,['Right Center Midfield'],1,0,0,89,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,0,7533,6/17/2018,Brazil,Switzerland,Group Stage
Gabriel Fernando de Jesus,7,7533,['Center Forward'],1,0,0,55,1,0,3,1,0,0,0,2,0,1,1,0,3,0,0,0,0,7533,6/17/2018,Brazil,Switzerland,Group Stage
Carlos Henrique Casimiro,7.4,7533,['Center Defensive Midfield'],1,0,0,92,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,7533,6/17/2018,Brazil,Switzerland,Group Stage
Philippe Coutinho Correia,7.7,7533,['Left Center Midfield'],4,1,1,88,1,0,1,0,0,0,0,2,0,1,1,1,2,0,0,0,0,7533,6/17/2018,Brazil,Switzerland,Group Stage
Marcelo Vieira da Silva Júnior,8.1,7533,['Left Back'],0,0,0,77,3,0,1,2,0,0,0,0,0,0,1,1,1,1,0,0,0,7533,6/17/2018,Brazil,Switzerland,Group Stage
José Andrés Guardado Hernández,7.6,7534,['Left Center Midfield'],1,0,0,85,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7534,6/17/2018,Germany,Mexico,Group Stage
Luka Milivojević,7.8,7535,['Right Center Midfield'],0,0,0,86,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,7535,6/17/2018,Costa Rica,Serbia,Group Stage
Javier Hernández Balcázar,7,7534,['Center Forward'],1,0,0,77,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,7534,6/17/2018,Germany,Mexico,Group Stage
Miguel Arturo Layún Prado,7.2,7534,"['Right Wing', 'Right Midfield']",5,1,0,70,1,0,1,2,0,0,0,1,0,4,0,0,1,0,0,0,0,7534,6/17/2018,Germany,Mexico,Group Stage
Johnny Acosta Zamora,6.3,7535,['Right Center Back'],0,0,0,87,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7535,6/17/2018,Costa Rica,Serbia,Group Stage
Dušan Tadić,7,7535,['Right Midfield'],0,0,0,65,2,0,0,3,0,0,0,2,0,0,3,0,6,0,0,0,0,7535,6/17/2018,Costa Rica,Serbia,Group Stage
Duško Tošić,7.5,7535,['Left Center Back'],0,0,0,83,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7535,6/17/2018,Costa Rica,Serbia,Group Stage
Celso Borges Mora,7.3,7535,['Right Center Midfield'],1,0,0,78,1,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,7535,6/17/2018,Costa Rica,Serbia,Group Stage
Valon Behrami,7.2,7533,['Right Center Midfield'],0,0,0,93,0,0,0,3,0,0,0,4,0,0,0,0,1,0,0,1,0,7533,6/17/2018,Brazil,Switzerland,Group Stage
Cristian Gamboa Luna,7.1,7535,['Right Wing Back'],1,1,0,74,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7535,6/17/2018,Costa Rica,Serbia,Group Stage
Bryan Ruiz González,6.3,7535,"['Right Wing', 'Left Center Midfield']",1,0,0,84,1,0,3,0,0,0,0,0,0,0,4,1,3,1,0,0,0,7535,6/17/2018,Costa Rica,Serbia,Group Stage
Giancarlo González Castro,7.1,7535,['Center Back'],2,1,0,85,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7535,6/17/2018,Costa Rica,Serbia,Group Stage
David Alberto Guzmán Pérez,6.3,7535,['Left Center Midfield'],0,0,0,83,1,0,0,2,0,0,0,3,0,0,3,3,0,0,0,1,0,7535,6/17/2018,Costa Rica,Serbia,Group Stage
Óscar Esau Duarte Gaitán,7.3,7535,['Left Center Back'],1,0,0,76,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7535,6/17/2018,Costa Rica,Serbia,Group Stage
Johan Alberto Venegas Ulloa,6.2,7535,['Left Wing'],0,0,0,54,1,0,0,0,0,0,0,4,0,0,0,0,4,1,0,0,0,7535,6/17/2018,Costa Rica,Serbia,Group Stage
Branislav Ivanović,8,7535,['Right Back'],0,0,0,72,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7535,6/17/2018,Costa Rica,Serbia,Group Stage
Nemanja Matić,7.3,7535,['Left Center Midfield'],1,0,0,87,0,0,2,0,0,0,0,2,0,0,1,0,1,1,0,0,0,7535,6/17/2018,Costa Rica,Serbia,Group Stage
Aleksandar Kolarov,8.2,7535,['Left Back'],2,1,1,78,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,7535,6/17/2018,Costa Rica,Serbia,Group Stage
Adem Ljajić,7.1,7535,['Left Midfield'],0,0,0,67,2,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,7535,6/17/2018,Costa Rica,Serbia,Group Stage
Sergej Milinković-Savić,7.3,7535,['Center Attacking Midfield'],2,0,0,68,3,0,4,0,0,0,0,4,0,2,2,1,3,0,0,0,0,7535,6/17/2018,Costa Rica,Serbia,Group Stage
Mats Hummels,7,7534,['Left Center Back'],1,1,0,97,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,1,0,7534,6/17/2018,Germany,Mexico,Group Stage
Joshua Kimmich,7.7,7534,"['Right Back', 'Right Center Back']",2,0,0,80,5,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,7534,6/17/2018,Germany,Mexico,Group Stage
Julian Draxler,7.3,7534,"['Left Wing', 'Left Center Midfield']",5,1,0,91,3,0,5,1,0,0,0,1,0,1,2,0,0,0,0,0,0,7534,6/17/2018,Germany,Mexico,Group Stage
Timo Werner,5.9,7534,"['Center Forward', 'Left Center Forward']",3,1,0,82,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,7534,6/17/2018,Germany,Mexico,Group Stage
Jérôme Boateng,7.7,7534,"['Right Center Back', 'Center Back']",1,1,0,85,1,0,0,4,0,0,0,4,0,0,1,0,0,0,0,0,0,7534,6/17/2018,Germany,Mexico,Group Stage
Toni Kroos,7.7,7534,"['Left Center Midfield', 'Center Defensive Midfield', 'Right Center Midfield']",6,3,0,92,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,7534,6/17/2018,Germany,Mexico,Group Stage
Marvin Plattenhardt,6.7,7534,['Left Back'],1,1,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7534,6/17/2018,Germany,Mexico,Group Stage
Carlos Joel Salcedo Hernández,6.9,7534,"['Right Back', 'Right Center Back']",0,0,0,76,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7534,6/17/2018,Germany,Mexico,Group Stage
Francisco Javier Calvo Quesada,7.2,7535,['Left Wing Back'],1,0,0,82,0,0,2,1,0,0,0,1,0,1,0,0,2,0,0,1,0,7535,6/17/2018,Costa Rica,Serbia,Group Stage
Harry Kane,8.8,7537,['Left Center Forward'],3,2,2,57,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,7537,6/18/2018,Tunisia,England,Group Stage
Anice Badri,6.1,7537,"['Left Center Midfield', 'Left Midfield']",0,0,0,94,0,0,2,2,0,0,0,1,0,0,2,2,1,0,0,0,0,7537,6/18/2018,Tunisia,England,Group Stage
Gabriel Enrique Gómez Girón,6.2,7536,['Center Defensive Midfield'],0,0,0,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7536,6/18/2018,Belgium,Panama,Group Stage
Toby Alderweireld,7.7,7536,['Right Center Back'],0,0,0,89,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7536,6/18/2018,Belgium,Panama,Group Stage
Min-Woo Kim,5.9,7538,['Left Back'],1,0,0,58,1,0,0,0,0,0,0,4,1,0,0,0,4,1,0,0,0,7538,6/18/2018,Sweden,South Korea,Group Stage
Emil Peter Forsberg,7,7538,['Left Midfield'],4,0,0,96,0,0,1,1,0,0,0,1,0,1,4,2,5,1,0,0,0,7538,6/18/2018,Sweden,South Korea,Group Stage
Marcus Berg,6.5,7538,['Right Center Forward'],3,1,0,64,0,0,0,2,0,0,0,5,0,1,1,1,0,0,0,0,0,7538,6/18/2018,Sweden,South Korea,Group Stage
Viktor Claesson,8,7538,['Right Midfield'],2,0,0,73,2,0,1,3,0,1,0,3,0,1,1,0,4,1,0,1,0,7538,6/18/2018,Sweden,South Korea,Group Stage
Ola Toivonen,7.1,7538,['Left Center Forward'],1,1,0,56,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7538,6/18/2018,Sweden,South Korea,Group Stage
Mikael Lustig,7.6,7538,['Right Back'],1,0,0,64,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7538,6/18/2018,Sweden,South Korea,Group Stage
Pontus Jansson,7.5,7538,['Right Center Back'],1,0,0,91,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7538,6/18/2018,Sweden,South Korea,Group Stage
Ja-Cheol Koo,6.3,7538,"['Left Center Midfield', 'Center Attacking Midfield']",1,0,0,88,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,7538,6/18/2018,Sweden,South Korea,Group Stage
Heung-Min Son,6.8,7538,"['Left Wing', 'Right Wing', 'Left Center Forward']",0,0,0,68,3,0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,7538,6/18/2018,Sweden,South Korea,Group Stage
Sebastian Larsson,7.1,7538,['Right Center Midfield'],1,0,0,74,2,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,7538,6/18/2018,Sweden,South Korea,Group Stage
Hee-Chan Hwang,6.5,7538,"['Right Wing', 'Left Wing', 'Right Center Forward', 'Center Forward']",1,0,0,50,0,0,3,2,0,0,0,3,0,1,2,1,2,0,0,1,0,7538,6/18/2018,Sweden,South Korea,Group Stage
Albin Ekdal,7.2,7538,['Left Center Midfield'],0,0,0,89,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7538,6/18/2018,Sweden,South Korea,Group Stage
Ludwig Augustinsson,7.2,7538,['Left Back'],0,0,0,62,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,7538,6/18/2018,Sweden,South Korea,Group Stage
Hyun-Soo Jang,6.5,7538,['Right Center Back'],0,0,0,84,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7538,6/18/2018,Sweden,South Korea,Group Stage
Yong Lee,7.2,7538,['Right Back'],0,0,0,70,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,7538,6/18/2018,Sweden,South Korea,Group Stage
Sung-Yeung Ki,7.9,7538,"['Center Defensive Midfield', 'Right Center Midfield']",0,0,0,90,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7538,6/18/2018,Sweden,South Korea,Group Stage
Andreas Granqvist,8.6,7538,['Left Center Back'],3,2,1,87,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,7538,6/18/2018,Sweden,South Korea,Group Stage
Shin-Wook Kim,5.7,7538,['Center Forward'],0,0,0,46,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,7538,6/18/2018,Sweden,South Korea,Group Stage
Young-Gwon Kim,6.6,7538,['Left Center Back'],0,0,0,76,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7538,6/18/2018,Sweden,South Korea,Group Stage
Jae-Sung Lee,6.5,7538,"['Right Center Midfield', 'Right Wing']",1,0,0,88,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,7538,6/18/2018,Sweden,South Korea,Group Stage
Erick Javier Davis Grajales,6.2,7536,['Left Back'],0,0,0,75,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,7536,6/18/2018,Belgium,Panama,Group Stage
Eden Hazard,8.2,7536,"['Left Attacking Midfield', 'Left Wing']",4,1,0,78,3,1,1,1,0,0,0,1,0,2,4,1,2,0,0,0,0,7536,6/18/2018,Belgium,Panama,Group Stage
Romelu Lukaku Menama,8.9,7536,['Center Forward'],3,2,2,72,0,0,2,0,0,0,0,2,0,1,0,0,1,0,0,0,0,7536,6/18/2018,Belgium,Panama,Group Stage
José Luis Rodríguez Francis,6,7536,['Left Wing'],0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,7536,6/18/2018,Belgium,Panama,Group Stage
Román Aureliano Torres Morcillo,5.9,7536,['Right Center Back'],2,0,0,71,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,7536,6/18/2018,Belgium,Panama,Group Stage
Edgar Yoel Bárcenas Herrera,6.3,7536,['Right Wing'],2,0,0,76,2,0,0,1,0,0,0,3,0,2,0,0,5,2,0,1,0,7536,6/18/2018,Belgium,Panama,Group Stage
Wahbi Khazri,6,7537,['Center Forward'],1,0,0,67,1,0,0,0,0,0,0,2,0,0,1,0,2,1,0,0,0,7537,6/18/2018,Tunisia,England,Group Stage
Michael Amir Murillo Bermudez,5.9,7536,['Right Back'],1,1,0,77,0,0,0,2,0,0,0,4,0,0,1,1,0,0,0,1,0,7536,6/18/2018,Belgium,Panama,Group Stage
Axel Witsel,7.3,7536,['Left Center Midfield'],0,0,0,96,0,0,1,2,0,0,0,3,0,0,0,0,1,1,0,0,0,7536,6/18/2018,Belgium,Panama,Group Stage
Naïm Sliti,6.1,7537,['Left Midfield'],2,0,0,72,0,0,3,1,0,0,0,0,0,2,0,0,1,0,0,0,0,7537,6/18/2018,Tunisia,England,Group Stage
Raheem Sterling,6.7,7537,['Right Center Forward'],1,0,0,75,1,0,6,0,0,0,0,1,0,1,2,0,3,0,0,0,0,7537,6/18/2018,Tunisia,England,Group Stage
Fakhreddine Ben Youssef,7.3,7537,"['Right Midfield', 'Right Wing Back']",1,0,0,73,0,0,0,2,0,1,0,1,0,1,1,0,1,0,0,0,0,7537,6/18/2018,Tunisia,England,Group Stage
Ferjani Sassi,7.2,7537,"['Right Center Midfield', 'Right Defensive Midfield']",2,1,1,79,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7537,6/18/2018,Tunisia,England,Group Stage
Jesse Lingard,7.4,7537,['Right Center Midfield'],4,1,0,96,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,7537,6/18/2018,Tunisia,England,Group Stage
Ellyes Joris Skhiri,6.1,7537,"['Center Defensive Midfield', 'Left Defensive Midfield']",0,0,0,88,0,0,1,4,0,0,0,2,0,0,0,0,1,1,0,0,0,7537,6/18/2018,Tunisia,England,Group Stage
Dylan Daniel Mahmoud Bronn,6.5,7537,"['Right Back', 'Right Center Back']",0,0,0,80,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,7537,6/18/2018,Tunisia,England,Group Stage
Syam Ben Youssef,7.1,7537,"['Right Center Back', 'Center Back']",0,0,0,87,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,7537,6/18/2018,Tunisia,England,Group Stage
Ali Maâloul,5.7,7537,"['Left Back', 'Left Wing Back']",0,0,0,86,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,7537,6/18/2018,Tunisia,England,Group Stage
Yassine Meriah,6.1,7537,['Left Center Back'],0,0,0,80,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,7537,6/18/2018,Tunisia,England,Group Stage
Kieran Trippier,8.1,7537,['Right Midfield'],1,0,0,81,5,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7537,6/18/2018,Tunisia,England,Group Stage
Ashley Young,7.1,7537,['Left Midfield'],1,0,0,86,2,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,7537,6/18/2018,Tunisia,England,Group Stage
Dries Mertens,8.6,7536,"['Right Attacking Midfield', 'Right Wing']",4,2,1,59,0,0,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,7536,6/18/2018,Belgium,Panama,Group Stage
Harry Maguire,8.5,7537,['Left Center Back'],2,1,0,88,2,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,7537,6/18/2018,Tunisia,England,Group Stage
Kyle Walker,7.1,7537,['Right Center Back'],0,0,0,93,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,7537,6/18/2018,Tunisia,England,Group Stage
John Stones,7.5,7537,['Center Back'],3,1,0,97,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,7537,6/18/2018,Tunisia,England,Group Stage
Bamidele Alli,7.5,7537,['Left Center Midfield'],2,1,0,77,1,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,7537,6/18/2018,Tunisia,England,Group Stage
Armando Enrique Cooper Whitaker,6.8,7536,['Right Center Midfield'],1,0,0,82,1,0,4,1,0,0,0,2,0,1,2,1,1,1,0,1,0,7536,6/18/2018,Belgium,Panama,Group Stage
Fidel Escobar Mendieta,5.8,7536,['Left Center Back'],1,1,0,79,0,0,0,2,0,0,0,3,0,0,1,1,0,0,1,0,0,7536,6/18/2018,Belgium,Panama,Group Stage
Blas Antonio Miguel Pérez Ortega,6.2,7536,['Center Forward'],0,0,0,53,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7536,6/18/2018,Belgium,Panama,Group Stage
Yannick Ferreira Carrasco,7.6,7536,['Left Wing Back'],1,1,0,96,1,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,7536,6/18/2018,Belgium,Panama,Group Stage
Jan Vertonghen,7.2,7536,"['Left Center Back', 'Left Back']",0,0,0,89,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,7536,6/18/2018,Belgium,Panama,Group Stage
Anga Dedryck Boyata,7.6,7536,"['Center Back', 'Left Center Back']",0,0,0,92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7536,6/18/2018,Belgium,Panama,Group Stage
Kevin De Bruyne,8.2,7536,['Right Center Midfield'],3,0,0,74,3,1,0,1,0,0,0,2,0,2,2,2,1,1,0,1,0,7536,6/18/2018,Belgium,Panama,Group Stage
Thomas Meunier,7.3,7536,"['Right Wing Back', 'Right Back']",0,0,0,82,1,0,0,1,0,0,0,3,0,0,1,0,1,0,0,1,0,7536,6/18/2018,Belgium,Panama,Group Stage
