,index,player,matchNum,positions,shots,shotsOnTarget,goals,passCompletion,keyPasses,assists,successfulDribbles,tackles,interceptions,penaltiesWon,ownGoal,foulCommitted,penaltyConceded,poorShots,dispossessed,dispossessedOwnHalf,miscontrol,miscontrolOwnHalf,errors,yellowCard,redCard,blocks,clearances,headedClearance,recoveries,dribbledPast,match_id,match_date,home_team,away_team,competition_stage
646,553,Davinson Sánchez Mina,7555,['Left Center Back'],0,0,0,74.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,5,1,7555,2018-06-24,Poland,Colombia,Group Stage
647,821,Mário Figueira Fernandes,7558,['Right Back'],0,0,0,73.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,7558,2018-06-25,Uruguay,Russia,Group Stage
648,1315,Motaz Ali Hassan Hawsawi,7559,['Left Center Back'],0,0,0,87.0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,7559,2018-06-25,Saudi Arabia,Egypt,Group Stage
649,1314,Tarek Hamed,7559,['Left Center Midfield'],0,0,0,87.0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,1,0,0,8,4,7559,2018-06-25,Saudi Arabia,Egypt,Group Stage
650,1313,Mahmoud Ibrahim Hassan,7559,"['Left Wing', 'Right Wing']",3,0,0,71.0,2,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,2,0,7559,2018-06-25,Saudi Arabia,Egypt,Group Stage
651,822,Daler Kuzyaev,7558,['Right Defensive Midfield'],0,0,0,87.0,0,0,1,0,0,0,0,2,0,0,0,0,2,1,0,0,0,1,1,0,1,1,7558,2018-06-25,Uruguay,Russia,Group Stage
652,990,Diego da Silva Costa,7560,['Center Forward'],2,0,0,89.0,2,0,1,0,0,0,0,0,0,2,4,0,3,0,0,0,0,0,0,0,3,0,7560,2018-06-25,Spain,Morocco,Group Stage
653,820,Rodrigo Bentancur Colmán,7558,['Center Attacking Midfield'],2,1,0,79.0,0,0,1,2,0,0,0,6,0,0,2,0,2,0,0,1,0,1,0,0,2,2,7558,2018-06-25,Uruguay,Russia,Group Stage
654,804,Sergei Ignashevich,7558,['Left Center Back'],0,0,0,79.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,10,0,0,0,7558,2018-06-25,Uruguay,Russia,Group Stage
655,805,Artem Dzyuba,7558,['Center Forward'],1,0,0,62.0,1,0,1,0,0,0,0,7,0,1,4,1,1,0,0,0,0,2,2,0,3,0,7558,2018-06-25,Uruguay,Russia,Group Stage
656,806,Sebastián Coates Nión,7558,['Right Center Back'],0,0,0,94.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,1,1,7558,2018-06-25,Uruguay,Russia,Group Stage
657,807,José Martín Cáceres Silva,7558,['Right Back'],1,0,0,83.0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,7558,2018-06-25,Uruguay,Russia,Group Stage
658,808,Diego Roberto Godín Leal,7558,['Left Center Back'],2,1,0,90.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,5,0,7558,2018-06-25,Uruguay,Russia,Group Stage
659,809,Diego Sebastián Laxalt Suárez,7558,['Left Back'],1,0,0,76.0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,7558,2018-06-25,Uruguay,Russia,Group Stage
660,810,Matías Vecino Falero,7558,"['Left Midfield', 'Right Center Midfield']",1,0,0,88.0,1,0,0,1,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,5,0,7558,2018-06-25,Uruguay,Russia,Group Stage
661,1312,Mohamed Salah,7559,"['Center Attacking Midfield', 'Right Center Forward', 'Center Forward']",2,1,1,75.0,3,0,6,0,0,0,0,1,0,1,5,0,1,1,0,0,0,0,0,0,5,2,7559,2018-06-25,Saudi Arabia,Egypt,Group Stage
662,811,Nahitan Michel Nández Acosta,7558,['Right Midfield'],0,0,0,83.0,0,0,1,2,0,0,0,2,0,0,1,1,3,0,0,0,0,3,0,0,2,1,7558,2018-06-25,Uruguay,Russia,Group Stage
663,813,Edinson Roberto Cavani Gómez,7558,"['Right Center Forward', 'Left Center Forward']",4,1,1,81.0,0,0,2,2,0,0,0,2,0,1,0,0,3,0,0,0,0,2,0,0,3,0,7558,2018-06-25,Uruguay,Russia,Group Stage
664,814,Yury Gazinskiy,7558,"['Left Defensive Midfield', 'Right Defensive Midfield']",0,0,0,77.0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,7558,2018-06-25,Uruguay,Russia,Group Stage
665,815,Aleksandr Samedov,7558,['Right Wing'],0,0,0,82.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7558,2018-06-25,Uruguay,Russia,Group Stage
666,816,Lucas Torreira Di Pascua,7558,['Center Defensive Midfield'],1,0,0,88.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,3,2,7558,2018-06-25,Uruguay,Russia,Group Stage
667,817,Luis Alberto Suárez Díaz,7558,"['Left Center Forward', 'Right Center Forward']",1,1,1,68.0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,7558,2018-06-25,Uruguay,Russia,Group Stage
668,818,Roman Zobnin,7558,"['Right Defensive Midfield', 'Left Defensive Midfield']",1,0,0,82.0,1,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,0,4,2,7558,2018-06-25,Uruguay,Russia,Group Stage
669,819,Ilya Kutepov,7558,['Right Center Back'],0,0,0,82.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,5,0,3,0,7558,2018-06-25,Uruguay,Russia,Group Stage
670,812,Fedor Kudryashov,7558,['Left Back'],0,0,0,84.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,2,7558,2018-06-25,Uruguay,Russia,Group Stage
671,1009,Romain Saïss,7560,['Left Center Back'],0,0,0,76.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,0,7560,2018-06-25,Spain,Morocco,Group Stage
672,1003,Younès Belhanda,7560,['Left Center Midfield'],0,0,0,94.0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,4,7560,2018-06-25,Spain,Morocco,Group Stage
673,1007,Nabil Dirar,7560,['Right Back'],1,0,0,79.0,1,0,3,0,0,0,0,2,0,1,0,0,1,1,0,0,0,5,2,0,3,2,7560,2018-06-25,Spain,Morocco,Group Stage
674,1311,Osama Abdulrezag Hawsawi,7559,['Right Center Back'],0,0,0,86.0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,1,7559,2018-06-25,Saudi Arabia,Egypt,Group Stage
675,1310,Mohammed Al Burayk,7559,['Right Back'],2,0,0,91.0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,1,0,2,1,7559,2018-06-25,Saudi Arabia,Egypt,Group Stage
676,1309,Salman Mohammed Al Faraj,7559,"['Left Center Midfield', 'Left Wing']",3,1,1,82.0,5,0,3,1,0,0,0,1,0,1,1,1,4,1,0,0,0,1,0,0,4,1,7559,2018-06-25,Saudi Arabia,Egypt,Group Stage
677,1308,Salem Mohammed Al Dawsari,7559,"['Left Midfield', 'Left Wing', 'Center Attacking Midfield']",4,2,1,94.0,2,0,6,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,5,1,7559,2018-06-25,Saudi Arabia,Egypt,Group Stage
678,1307,Hussain Al Mogahwi,7559,"['Right Center Midfield', 'Left Center Midfield']",4,1,0,94.0,2,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,1,0,5,0,7559,2018-06-25,Saudi Arabia,Egypt,Group Stage
679,1306,Hattan Babhir,7559,['Right Midfield'],3,1,0,76.0,0,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,0,0,0,4,1,7559,2018-06-25,Saudi Arabia,Egypt,Group Stage
680,803,Aleksey Miranchuk,7558,"['Center Attacking Midfield', 'Left Wing']",0,0,0,75.0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,4,0,7558,2018-06-25,Uruguay,Russia,Group Stage
681,1304,Abdalla Mahmoud El Said Bekhit,7559,['Right Wing'],0,0,0,56.99999999999999,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,7559,2018-06-25,Saudi Arabia,Egypt,Group Stage
682,1303,Abdullah Ibrahim Otayf,7559,['Center Defensive Midfield'],2,0,0,93.0,1,1,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,3,7559,2018-06-25,Saudi Arabia,Egypt,Group Stage
683,1302,Mohamed Abdul Shafy Sayed Abouezeid,7559,['Left Back'],0,0,0,84.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,7559,2018-06-25,Saudi Arabia,Egypt,Group Stage
684,1301,Ahmed Elsayed Ali Elsayed Hegazy,7559,['Left Center Back'],0,0,0,83.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,8,0,2,0,7559,2018-06-25,Saudi Arabia,Egypt,Group Stage
685,1300,Ali Gabr,7559,['Right Center Back'],0,0,0,84.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,5,0,1,0,7559,2018-06-25,Saudi Arabia,Egypt,Group Stage
686,1299,Ahmed Fathy Abdel Meneim Ibrahim,7559,['Right Back'],0,0,0,70.0,1,0,0,4,0,0,0,6,1,0,0,0,1,1,0,1,0,4,3,0,1,5,7559,2018-06-25,Saudi Arabia,Egypt,Group Stage
687,1298,Mohamed Naser Elsayed Elneny,7559,['Right Center Midfield'],1,0,0,95.0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,1,1,0,1,0,7559,2018-06-25,Saudi Arabia,Egypt,Group Stage
688,1008,Mbark Boussoufa,7560,"['Right Center Midfield', 'Right Midfield']",1,0,0,84.0,0,0,0,1,0,0,0,2,0,1,1,1,1,1,0,0,0,0,2,0,2,3,7560,2018-06-25,Spain,Morocco,Group Stage
689,1297,Marwan Mohsen,7559,"['Center Forward', 'Left Center Forward']",1,0,0,39.0,0,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,2,0,1,1,7559,2018-06-25,Saudi Arabia,Egypt,Group Stage
690,993,David Josué Jiménez Silva,7560,['Right Wing'],1,0,0,80.0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7560,2018-06-25,Spain,Morocco,Group Stage
691,994,Sergio Ramos García,7560,['Left Center Back'],1,0,0,95.0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,4,1,7560,2018-06-25,Spain,Morocco,Group Stage
692,995,Jordi Alba Ramos,7560,['Left Back'],0,0,0,92.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,4,1,7560,2018-06-25,Spain,Morocco,Group Stage
693,996,Francisco Román Alarcón Suárez,7560,"['Left Wing', 'Center Attacking Midfield']",3,1,1,87.0,6,0,6,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,2,2,7560,2018-06-25,Spain,Morocco,Group Stage
694,997,Andrés Iniesta Luján,7560,['Left Midfield'],2,0,0,89.0,2,1,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,7560,2018-06-25,Spain,Morocco,Group Stage
695,998,Gerard Piqué Bernabéu,7560,['Right Center Back'],3,1,0,91.0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,4,0,7560,2018-06-25,Spain,Morocco,Group Stage
696,999,Karim El Ahmadi Al Aroos,7560,['Center Defensive Midfield'],0,0,0,100.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,7560,2018-06-25,Spain,Morocco,Group Stage
697,1000,Nordin Amrabat,7560,"['Right Midfield', 'Right Center Midfield']",1,0,0,75.0,1,0,1,2,0,0,0,6,0,0,3,1,2,0,0,1,0,2,0,0,6,1,7560,2018-06-25,Spain,Morocco,Group Stage
698,1001,Hakim Ziyech,7560,['Left Midfield'],2,0,0,74.0,1,0,1,1,0,0,0,1,0,1,2,2,2,1,0,0,0,2,0,0,4,2,7560,2018-06-25,Spain,Morocco,Group Stage
699,1002,Achraf Hakimi Mouh,7560,['Left Back'],0,0,0,75.0,1,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,5,1,7560,2018-06-25,Spain,Morocco,Group Stage
700,991,Sergio Busquets i Burgos,7560,"['Center Midfield', 'Center Defensive Midfield']",1,0,0,89.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,3,0,7560,2018-06-25,Spain,Morocco,Group Stage
701,1004,Daniel Carvajal Ramos,7560,['Right Back'],0,0,0,82.0,1,1,0,2,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,4,3,7560,2018-06-25,Spain,Morocco,Group Stage
702,1005,Khalid Boutaïb,7560,['Center Forward'],2,2,1,73.0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,2,1,7560,2018-06-25,Spain,Morocco,Group Stage
703,1006,Manuel Marouan da Costa Trinidade,7560,['Right Center Back'],0,0,0,63.0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,4,4,0,2,1,7560,2018-06-25,Spain,Morocco,Group Stage
704,992,Thiago Alcântara do Nascimento,7560,['Right Midfield'],2,0,0,99.0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,1,7560,2018-06-25,Spain,Morocco,Group Stage
705,1305,Yasir Gharsan Al Shahrani,7559,['Left Back'],1,0,0,81.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,0,5,0,7559,2018-06-25,Saudi Arabia,Egypt,Group Stage
706,1317,Amr Medhat Warda,7559,"['Right Wing', 'Center Attacking Midfield']",1,0,0,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,7559,2018-06-25,Saudi Arabia,Egypt,Group Stage
707,412,Ehsan Hajsafi,7557,['Left Back'],0,0,0,83.0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7557,2018-06-25,Iran,Portugal,Group Stage
708,395,Cédric Ricardo Alves Soares,7557,['Right Back'],0,0,0,75.0,1,0,2,1,0,0,0,2,1,0,1,0,0,0,0,0,0,2,1,0,4,0,7557,2018-06-25,Iran,Portugal,Group Stage
709,394,William Silva de Carvalho,7557,['Left Defensive Midfield'],0,0,0,88.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,7,0,7557,2018-06-25,Iran,Portugal,Group Stage
710,393,André Miguel Valente Silva,7557,['Right Center Forward'],2,0,0,80.0,0,0,2,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,1,0,1,0,7557,2018-06-25,Iran,Portugal,Group Stage
711,398,Ramin Rezaeian,7557,['Right Back'],1,0,0,53.0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,3,0,7,0,7557,2018-06-25,Iran,Portugal,Group Stage
712,399,Raphaël Adelino José Guerreiro,7557,['Left Back'],1,0,0,87.0,0,0,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,1,0,3,1,7557,2018-06-25,Iran,Portugal,Group Stage
713,400,João Mário Naval da Costa Eduardo,7557,['Left Midfield'],1,0,0,92.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1,7557,2018-06-25,Iran,Portugal,Group Stage
714,1316,Fahad Mosaed Al Muwallad Al Harbi,7559,"['Center Forward', 'Right Wing']",1,1,0,73.0,1,0,1,0,0,1,0,3,0,0,1,0,7,2,0,0,0,1,0,0,2,1,7559,2018-06-25,Saudi Arabia,Egypt,Group Stage
715,401,Adrien Sebastian Perruchet Silva,7557,['Right Defensive Midfield'],1,0,0,95.0,2,1,0,3,0,0,0,1,0,1,2,1,0,0,0,0,0,2,0,0,8,3,7557,2018-06-25,Iran,Portugal,Group Stage
716,397,José Miguel da Rocha Fonte,7557,['Left Center Back'],2,0,0,88.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,5,0,7557,2018-06-25,Iran,Portugal,Group Stage
717,402,Alireza Jahanbakhsh,7557,['Right Midfield'],0,0,0,60.0,3,0,2,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,3,4,7557,2018-06-25,Iran,Portugal,Group Stage
718,404,Ricardo Andrade Quaresma Bernardo,7557,['Right Midfield'],2,1,1,64.0,1,0,2,1,0,0,0,2,0,1,3,1,3,0,0,1,0,0,0,0,5,1,7557,2018-06-25,Iran,Portugal,Group Stage
719,405,Cristiano Ronaldo dos Santos Aveiro,7557,['Left Center Forward'],5,3,0,76.0,1,0,4,0,0,1,0,1,0,1,0,0,2,0,0,1,0,1,0,0,1,0,7557,2018-06-25,Iran,Portugal,Group Stage
720,406,Morteza Pouraliganji,7557,['Right Center Back'],0,0,0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,7557,2018-06-25,Iran,Portugal,Group Stage
721,407,Omid Ebrahimi,7557,['Right Center Midfield'],0,0,0,83.0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,2,7557,2018-06-25,Iran,Portugal,Group Stage
722,408,Seyed Majid Hosseini,7557,['Left Center Back'],0,0,0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,7557,2018-06-25,Iran,Portugal,Group Stage
723,409,Mehdi Taremi,7557,['Left Midfield'],1,0,0,50.0,0,0,0,1,0,0,0,2,0,1,1,1,1,0,0,0,0,4,0,0,4,2,7557,2018-06-25,Iran,Portugal,Group Stage
724,410,Vahid Amiri,7557,['Left Center Midfield'],1,0,0,67.0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,0,0,0,2,0,0,2,1,7557,2018-06-25,Iran,Portugal,Group Stage
725,411,Sardar Azmoun,7557,['Center Forward'],2,0,0,63.0,2,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,2,2,0,3,0,7557,2018-06-25,Iran,Portugal,Group Stage
726,403,Saeid Ezatolahi Afagh,7557,['Center Defensive Midfield'],1,1,0,62.0,0,0,1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,2,3,0,3,3,7557,2018-06-25,Iran,Portugal,Group Stage
727,396,Kléper Laveran Lima Ferreira,7557,['Right Center Back'],1,0,0,84.0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,2,1,7557,2018-06-25,Iran,Portugal,Group Stage
728,310,Alfreð Finnbogason,7561,"['Center Forward', 'Right Center Forward']",1,0,0,61.0,1,0,0,1,0,0,0,3,0,1,2,0,2,0,0,1,0,1,0,0,4,2,7561,2018-06-26,Iceland,Croatia,Group Stage
729,1035,Gonzalo Gerardo Higuaín,7564,"['Left Center Forward', 'Left Wing']",2,1,0,78.0,0,0,0,0,0,0,0,2,0,1,1,0,5,1,0,0,0,2,1,0,4,2,7564,2018-06-26,Nigeria,Argentina,Group Stage
730,1033,Nicolás Hernán Otamendi,7564,['Right Center Back'],0,0,0,86.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,3,3,7564,2018-06-26,Nigeria,Argentina,Group Stage
731,311,Birkir Bjarnason,7561,['Left Wing'],4,1,0,61.0,1,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,1,1,0,3,0,7561,2018-06-26,Iceland,Croatia,Group Stage
732,1034,Faustino Marcos Alberto Rojo,7564,"['Left Center Back', 'Left Back']",1,1,1,76.0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,4,0,7564,2018-06-26,Nigeria,Argentina,Group Stage
733,309,Gylfi Þór Sigurðsson,7561,"['Center Attacking Midfield', 'Right Center Midfield']",3,2,1,68.0,4,0,2,0,0,0,0,1,0,1,2,2,1,0,0,0,0,1,0,0,5,2,7561,2018-06-26,Iceland,Croatia,Group Stage
734,308,Emil Hallfreðsson,7561,"['Right Defensive Midfield', 'Left Center Midfield']",1,0,0,83.0,1,0,3,3,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,11,3,7561,2018-06-26,Iceland,Croatia,Group Stage
735,307,Vedran Ćorluka,7561,['Right Center Back'],0,0,0,90.0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,8,0,4,0,7561,2018-06-26,Iceland,Croatia,Group Stage
736,298,Birkir Már Sævarsson,7561,"['Right Back', 'Right Center Back']",0,0,0,69.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,3,4,0,2,1,7561,2018-06-26,Iceland,Croatia,Group Stage
737,306,Ivan Perišić,7561,"['Left Wing', 'Center Attacking Midfield']",3,1,1,68.0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,1,0,2,2,7561,2018-06-26,Iceland,Croatia,Group Stage
738,304,Mateo Kovačić,7561,['Left Center Midfield'],1,0,0,98.0,2,0,1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,0,3,2,7561,2018-06-26,Iceland,Croatia,Group Stage
739,303,Andrej Kramarić,7561,['Center Forward'],2,0,0,87.0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,3,0,7561,2018-06-26,Iceland,Croatia,Group Stage
740,302,Hörður Björgvin Magnússon,7561,"['Left Back', 'Left Center Back']",2,0,0,45.0,0,0,0,2,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,2,1,7561,2018-06-26,Iceland,Croatia,Group Stage
741,301,Marko Pjaca,7561,['Right Wing'],1,0,0,75.0,0,0,1,0,0,0,0,1,0,0,4,1,5,1,0,1,0,0,0,0,4,1,7561,2018-06-26,Iceland,Croatia,Group Stage
742,300,Luka Modrić,7561,['Right Center Midfield'],1,0,0,88.0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,7561,2018-06-26,Iceland,Croatia,Group Stage
743,299,Tin Jedvaj,7561,"['Right Back', 'Right Wing Back']",0,0,0,73.0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,2,4,0,0,0,7561,2018-06-26,Iceland,Croatia,Group Stage
744,305,Josip Pivarić,7561,"['Left Back', 'Left Wing Back']",1,0,0,83.0,0,0,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,3,1,7561,2018-06-26,Iceland,Croatia,Group Stage
745,297,Duje Ćaleta-Car,7561,"['Left Center Back', 'Center Back']",0,0,0,91.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,7,0,1,0,7561,2018-06-26,Iceland,Croatia,Group Stage
746,296,Aron Einar Gunnarsson,7561,"['Left Defensive Midfield', 'Center Defensive Midfield']",2,1,0,81.0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,7561,2018-06-26,Iceland,Croatia,Group Stage
747,295,Sverrir Ingi Ingason,7561,"['Right Center Back', 'Center Back']",2,1,0,71.0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,4,0,7561,2018-06-26,Iceland,Croatia,Group Stage
748,1273,Pione Sisto Ifolo Emirmija,7563,['Left Midfield'],0,0,0,54.0,0,0,2,1,0,0,0,0,0,0,2,2,2,0,0,0,0,3,0,0,4,1,7563,2018-06-26,Denmark,France,Group Stage
749,1272,Mathias Jørgensen Jatta,7563,['Left Center Back'],0,0,0,87.0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,5,3,0,1,2,7563,2018-06-26,Denmark,France,Group Stage
750,1271,Olivier Giroud,7563,['Center Forward'],3,1,0,80.0,0,0,0,0,0,0,0,2,0,2,1,0,3,0,0,0,0,0,0,0,0,0,7563,2018-06-26,Denmark,France,Group Stage
751,1270,Jens Stryger Larsen,7563,['Left Back'],0,0,0,70.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,7,2,7563,2018-06-26,Denmark,France,Group Stage
752,1269,Thomas Delaney,7563,['Left Center Midfield'],0,0,0,85.0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,5,2,7563,2018-06-26,Denmark,France,Group Stage
753,1268,Christian Dannemann Eriksen,7563,['Right Center Midfield'],3,1,0,60.0,0,0,1,0,0,0,0,1,0,1,2,0,5,1,0,0,0,0,0,0,9,2,7563,2018-06-26,Denmark,France,Group Stage
754,1267,Henrik Dalsgaard,7563,['Right Back'],1,0,0,63.0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,4,1,7563,2018-06-26,Denmark,France,Group Stage
755,1274,Simon Thorup Kjær,7563,['Right Center Back'],0,0,0,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,7563,2018-06-26,Denmark,France,Group Stage
756,1266,Martin Braithwaite Christensen,7563,['Right Midfield'],0,0,0,75.0,0,0,2,1,0,0,0,2,0,0,1,0,3,0,0,0,0,1,0,0,3,0,7563,2018-06-26,Denmark,France,Group Stage
757,1264,Ousmane Dembélé,7563,['Right Wing'],2,0,0,84.0,1,0,4,0,0,0,0,0,0,2,4,0,4,1,0,0,0,2,0,0,4,1,7563,2018-06-26,Denmark,France,Group Stage
758,1263,N'Golo Kanté,7563,['Right Defensive Midfield'],0,0,0,89.0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,6,0,7563,2018-06-26,Denmark,France,Group Stage
759,1262,Thomas Lemar,7563,['Left Wing'],1,0,0,91.0,2,0,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,2,2,7563,2018-06-26,Denmark,France,Group Stage
760,1261,Lucas Hernández Pi,7563,['Left Back'],0,0,0,88.0,1,0,0,1,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,1,1,7563,2018-06-26,Denmark,France,Group Stage
761,1260,Presnel Kimpembe,7563,['Left Center Back'],0,0,0,89.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,6,0,7563,2018-06-26,Denmark,France,Group Stage
762,1259,Djibril Sidibé,7563,['Right Back'],0,0,0,84.0,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,5,2,7563,2018-06-26,Denmark,France,Group Stage
763,1258,Raphaël Varane,7563,['Right Center Back'],1,0,0,89.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,8,0,7563,2018-06-26,Denmark,France,Group Stage
764,1265,Andreas Evald Cornelius,7563,['Center Forward'],0,0,0,42.0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7563,2018-06-26,Denmark,France,Group Stage
765,1032,Gabriel Iván Mercado,7564,['Right Back'],0,0,0,81.0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,3,3,7564,2018-06-26,Nigeria,Argentina,Group Stage
766,1275,Andreas Christensen,7563,['Center Defensive Midfield'],0,0,0,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,3,0,7563,2018-06-26,Denmark,France,Group Stage
767,1049,Ahmed Musa,7564,['Left Center Forward'],1,0,0,56.00000000000001,1,0,3,0,0,0,0,2,0,1,2,0,5,2,0,0,0,0,0,0,3,0,7564,2018-06-26,Nigeria,Argentina,Group Stage
