,index,player,matchNum,positions,shots,shotsOnTarget,goals,passCompletion,keyPasses,assists,successfulDribbles,tackles,interceptions,penaltiesWon,ownGoal,foulCommitted,penaltyConceded,poorShots,dispossessed,dispossessedOwnHalf,miscontrol,miscontrolOwnHalf,errors,yellowCard,redCard,blocks,clearances,headedClearance,recoveries,dribbledPast,match_id,match_date,home_team,away_team,competition_stage
295,1181,Davinson Sánchez Mina,7541,['Right Center Back'],0,0,0,68.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,1,7541,2018-06-19,Colombia,Japan,Group Stage
296,1182,Yūya Ōsako,7541,['Center Forward'],5,3,1,68.0,2,0,1,1,0,0,0,1,0,2,1,0,0,0,0,0,0,2,0,0,1,0,7541,2018-06-19,Colombia,Japan,Group Stage
297,1183,Hiroki Sakai,7541,['Right Back'],2,0,0,77.0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,7541,2018-06-19,Colombia,Japan,Group Stage
298,1184,Gen Shōji,7541,['Left Center Back'],0,0,0,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,7541,2018-06-19,Colombia,Japan,Group Stage
299,1185,Gaku Shibasaki,7541,['Right Center Midfield'],0,0,0,79.0,2,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,7541,2018-06-19,Colombia,Japan,Group Stage
300,1186,Yuto Nagatomo,7541,['Left Back'],0,0,0,80.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,1,7541,2018-06-19,Colombia,Japan,Group Stage
301,331,Aleksandr Golovin,7540,['Center Attacking Midfield'],1,0,0,64.0,0,0,1,0,0,0,0,0,0,1,3,0,2,1,0,0,0,1,0,0,5,2,7540,2018-06-19,Russia,Egypt,Group Stage
302,330,Yury Gazinskiy,7540,['Right Defensive Midfield'],1,0,0,77.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,4,1,7540,2018-06-19,Russia,Egypt,Group Stage
303,329,Sergei Ignashevich,7540,['Left Center Back'],2,2,0,53.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,2,7540,2018-06-19,Russia,Egypt,Group Stage
304,328,Tarek Hamed,7540,"['Left Defensive Midfield', 'Right Center Midfield']",1,0,0,81.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,5,1,7540,2018-06-19,Russia,Egypt,Group Stage
305,327,Ilya Kutepov,7540,['Right Center Back'],0,0,0,50.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,7,0,1,0,7540,2018-06-19,Russia,Egypt,Group Stage
306,326,Aleksandr Samedov,7540,['Right Wing'],0,0,0,71.0,4,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,4,0,7540,2018-06-19,Russia,Egypt,Group Stage
307,325,Artem Dzyuba,7540,['Center Forward'],2,1,1,76.0,0,0,3,0,0,0,0,3,0,1,0,0,6,1,0,0,0,1,1,0,1,0,7540,2018-06-19,Russia,Egypt,Group Stage
308,324,Mário Figueira Fernandes,7540,['Right Back'],0,0,0,72.0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,0,5,1,7540,2018-06-19,Russia,Egypt,Group Stage
309,323,Roman Zobnin,7540,['Left Defensive Midfield'],2,0,0,80.0,0,0,2,3,0,0,0,2,1,0,0,0,0,0,0,0,0,3,1,0,14,1,7540,2018-06-19,Russia,Egypt,Group Stage
310,78,Robert Lewandowski,7539,['Center Forward'],2,1,0,88.0,1,0,1,1,0,0,0,1,0,1,1,0,5,1,0,0,0,0,0,0,2,3,7539,2018-06-19,Poland,Senegal,Group Stage
311,321,Marwan Mohsen,7540,"['Center Forward', 'Left Center Forward']",4,1,0,56.99999999999999,2,0,0,1,0,0,0,1,0,2,1,0,4,0,0,0,0,1,3,0,4,0,7540,2018-06-19,Russia,Egypt,Group Stage
312,319,Mahmoud Ibrahim Hassan,7540,"['Left Wing', 'Left Midfield']",3,0,0,68.0,0,0,3,1,0,0,0,3,0,2,2,1,1,0,0,1,0,4,1,0,4,1,7540,2018-06-19,Russia,Egypt,Group Stage
313,315,Mohamed Naser Elsayed Elneny,7540,['Right Defensive Midfield'],0,0,0,78.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,7540,2018-06-19,Russia,Egypt,Group Stage
314,79,Kamil Grosicki,7539,"['Left Wing', 'Secondary Striker']",3,0,0,67.0,0,1,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,2,0,7539,2018-06-19,Poland,Senegal,Group Stage
315,313,Ahmed Elsayed Ali Elsayed Hegazy,7540,['Left Center Back'],0,0,0,76.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,2,0,7540,2018-06-19,Russia,Egypt,Group Stage
316,80,Mame Biram Diouf,7539,['Right Center Forward'],1,0,0,75.0,0,0,0,2,0,0,0,3,0,1,0,0,3,1,0,0,0,1,0,0,1,0,7539,2018-06-19,Poland,Senegal,Group Stage
317,81,Jan Bednarek,7539,['Center Back'],0,0,0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,7539,2018-06-19,Poland,Senegal,Group Stage
318,314,Ahmed Fathy Abdel Meneim Ibrahim,7540,['Right Back'],0,0,0,78.0,1,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,6,0,0,3,4,7540,2018-06-19,Russia,Egypt,Group Stage
319,77,Arkadiusz Milik,7539,"['Center Attacking Midfield', 'Center Midfield']",1,0,0,65.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,7539,2018-06-19,Poland,Senegal,Group Stage
320,76,Sadio Mané,7539,['Left Wing'],1,0,0,84.0,2,0,2,0,0,0,0,2,0,0,1,0,2,1,0,0,0,3,0,0,2,0,7539,2018-06-19,Poland,Senegal,Group Stage
321,75,Alfred John Momar N'Diaye,7539,['Left Center Midfield'],0,0,0,75.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,7539,2018-06-19,Poland,Senegal,Group Stage
322,74,Ismaïla Sarr,7539,['Right Wing'],0,0,0,75.0,0,0,1,1,0,0,0,2,0,0,1,0,2,0,0,0,0,0,3,0,5,0,7539,2018-06-19,Poland,Senegal,Group Stage
323,73,Moussa Wagué,7539,['Right Back'],0,0,0,72.0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,7539,2018-06-19,Poland,Senegal,Group Stage
324,72,Salif Sané,7539,['Right Center Back'],2,0,0,78.0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,3,0,1,0,7539,2018-06-19,Poland,Senegal,Group Stage
325,71,Idrissa Gana Gueye,7539,['Right Center Midfield'],2,0,0,88.0,0,0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,4,2,0,4,0,7539,2018-06-19,Poland,Senegal,Group Stage
326,70,Youssouf Sabaly,7539,['Left Back'],0,0,0,80.0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,6,0,7539,2018-06-19,Poland,Senegal,Group Stage
327,69,Łukasz Piszczek,7539,"['Right Back', 'Right Wing Back']",1,0,0,67.0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,2,0,2,2,7539,2018-06-19,Poland,Senegal,Group Stage
328,1189,Wílmar Enrique Barrios Terán,7541,"['Left Center Midfield', 'Right Center Midfield']",0,0,0,81.0,0,0,0,5,0,0,0,2,0,0,3,2,0,0,0,1,0,2,0,0,3,1,7541,2018-06-19,Colombia,Japan,Group Stage
329,1188,Genki Haraguchi,7541,['Right Wing'],0,0,0,87.0,0,0,1,3,0,0,0,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,7541,2018-06-19,Colombia,Japan,Group Stage
330,1187,Takashi Inui,7541,['Left Wing'],3,1,0,82.0,0,0,2,0,0,0,0,2,0,1,6,0,1,0,0,0,0,3,0,0,3,1,7541,2018-06-19,Colombia,Japan,Group Stage
331,322,Yuri Zhirkov,7540,['Left Back'],0,0,0,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,2,0,7540,2018-06-19,Russia,Egypt,Group Stage
332,68,Jakub Błaszczykowski,7539,['Right Wing'],0,0,0,60.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,7539,2018-06-19,Poland,Senegal,Group Stage
333,312,Abdalla Mahmoud El Said Bekhit,7540,"['Center Attacking Midfield', 'Left Center Midfield']",1,0,0,87.0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,6,2,7540,2018-06-19,Russia,Egypt,Group Stage
334,61,M'Baye Babacar Niang,7539,['Left Center Forward'],1,1,1,67.0,1,0,1,0,0,0,0,2,0,0,0,0,2,1,0,0,0,1,0,0,5,1,7539,2018-06-19,Poland,Senegal,Group Stage
335,66,Maciej Rybus,7539,"['Left Back', 'Left Wing Back']",0,0,0,92.0,2,0,0,1,0,0,0,1,0,0,2,1,1,0,0,0,0,1,4,0,2,2,7539,2018-06-19,Poland,Senegal,Group Stage
336,65,Grzegorz Krychowiak,7539,"['Right Center Midfield', 'Right Defensive Midfield']",1,1,1,84.0,1,0,0,1,0,0,0,2,0,0,2,0,2,1,1,1,0,1,1,0,5,1,7539,2018-06-19,Poland,Senegal,Group Stage
337,64,Michał Pazdan,7539,['Left Center Back'],0,0,0,86.0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,7539,2018-06-19,Poland,Senegal,Group Stage
338,63,Thiago Rangel Cionek,7539,['Right Center Back'],0,0,0,89.0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,5,0,7539,2018-06-19,Poland,Senegal,Group Stage
339,67,Piotr Zieliński,7539,"['Left Center Midfield', 'Left Defensive Midfield']",1,0,0,79.0,0,0,2,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,4,0,7539,2018-06-19,Poland,Senegal,Group Stage
340,62,Kalidou Koulibaly,7539,['Left Center Back'],0,0,0,76.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,6,1,7539,2018-06-19,Poland,Senegal,Group Stage
341,431,Kléper Laveran Lima Ferreira,7542,['Right Center Back'],0,0,0,68.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,2,7542,2018-06-20,Portugal,Morocco,Group Stage
342,432,José Miguel da Rocha Fonte,7542,['Left Center Back'],1,0,0,67.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,9,0,0,2,7542,2018-06-20,Portugal,Morocco,Group Stage
343,179,Ali Albulayhi,7544,['Left Center Back'],0,0,0,86.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,1,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage
344,181,Carlos Andrés Sánchez Arcosa,7544,['Right Wing'],1,0,0,59.0,2,1,0,0,0,0,0,2,0,1,2,0,1,0,0,0,0,3,2,0,6,2,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage
345,180,Hattan Babhir,7544,['Right Wing'],2,1,0,87.0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage
346,178,Salem Mohammed Al Dawsari,7544,['Left Wing'],1,0,0,88.0,2,0,7,1,0,0,0,4,0,1,2,1,2,0,0,0,0,1,0,0,9,0,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage
347,177,Osama Abdulrezag Hawsawi,7544,['Right Center Back'],0,0,0,86.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,2,0,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage
348,176,Mohammed Al Burayk,7544,['Right Back'],1,0,0,81.0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,0,1,2,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage
349,175,Taisir Jabir Al Jassim,7544,['Right Center Midfield'],0,0,0,85.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage
350,183,Hussain Al Mogahwi,7544,['Right Center Midfield'],0,0,0,91.0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,1,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage
351,182,Edinson Roberto Cavani Gómez,7544,"['Right Center Forward', 'Secondary Striker']",4,1,0,73.0,1,0,4,0,0,0,0,1,0,2,1,1,5,2,0,0,0,1,1,0,3,2,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage
352,430,Khalid Boutaïb,7542,['Center Forward'],2,0,0,73.0,1,0,2,0,0,0,0,2,0,2,2,0,1,0,0,0,0,1,1,0,3,0,7542,2018-06-20,Portugal,Morocco,Group Stage
353,429,Younès Belhanda,7542,['Center Attacking Midfield'],3,2,0,67.0,0,0,4,1,0,0,0,2,0,1,0,0,1,1,0,0,0,1,0,0,2,2,7542,2018-06-20,Portugal,Morocco,Group Stage
354,415,Medhi Amine El Mouttaqi Benatia,7542,['Right Center Back'],4,1,0,75.0,0,0,1,0,0,0,0,4,0,3,0,0,0,0,0,1,0,3,2,0,7,0,7542,2018-06-20,Portugal,Morocco,Group Stage
355,416,William Silva de Carvalho,7542,['Left Center Midfield'],0,0,0,79.0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,2,0,6,2,7542,2018-06-20,Portugal,Morocco,Group Stage
356,417,Cédric Ricardo Alves Soares,7542,['Right Back'],0,0,0,69.0,0,0,0,1,0,0,0,3,0,0,1,1,0,0,0,0,0,4,5,0,9,2,7542,2018-06-20,Portugal,Morocco,Group Stage
357,418,Bernardo Mota Veiga de Carvalho e Silva,7542,['Right Midfield'],0,0,0,56.00000000000001,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,0,7542,2018-06-20,Portugal,Morocco,Group Stage
358,419,Karim El Ahmadi Al Aroos,7542,['Right Defensive Midfield'],1,0,0,79.0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2,0,7,1,7542,2018-06-20,Portugal,Morocco,Group Stage
359,420,Mbark Boussoufa,7542,"['Left Defensive Midfield', 'Left Center Midfield']",1,0,0,78.0,2,0,0,5,0,0,0,3,0,1,1,1,1,0,0,0,0,2,0,0,5,0,7542,2018-06-20,Portugal,Morocco,Group Stage
360,174,Salman Mohammed Al Faraj,7544,['Center Attacking Midfield'],0,0,0,86.0,3,0,2,1,0,0,0,1,0,0,1,0,2,2,0,0,0,4,0,0,4,2,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage
361,421,Cristiano Ronaldo dos Santos Aveiro,7542,['Left Center Forward'],6,1,1,73.0,1,0,0,0,0,0,0,0,0,2,2,0,6,0,0,0,0,1,3,0,3,1,7542,2018-06-20,Portugal,Morocco,Group Stage
362,423,Manuel Marouan da Costa Trinidade,7542,['Left Center Back'],1,0,0,67.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,4,1,7542,2018-06-20,Portugal,Morocco,Group Stage
363,424,Achraf Hakimi Mouh,7542,['Left Back'],0,0,0,76.0,2,0,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,4,0,7542,2018-06-20,Portugal,Morocco,Group Stage
364,425,Hakim Ziyech,7542,"['Left Wing', 'Right Wing']",4,1,0,66.0,4,0,3,0,0,0,0,2,0,1,2,2,1,0,0,0,0,3,0,0,5,0,7542,2018-06-20,Portugal,Morocco,Group Stage
365,426,Raphaël Adelino José Guerreiro,7542,['Left Back'],1,0,0,72.0,2,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,2,0,4,2,7542,2018-06-20,Portugal,Morocco,Group Stage
366,427,Nordin Amrabat,7542,"['Right Wing', 'Left Wing']",0,0,0,75.0,1,0,3,0,0,0,0,1,0,0,6,0,3,0,0,0,0,3,2,0,5,2,7542,2018-06-20,Portugal,Morocco,Group Stage
367,428,Nabil Dirar,7542,['Right Back'],1,0,0,86.0,1,0,1,3,0,0,0,3,0,1,0,0,0,0,0,0,0,2,2,0,8,0,7542,2018-06-20,Portugal,Morocco,Group Stage
368,422,João Mário Naval da Costa Eduardo,7542,['Left Midfield'],0,0,0,74.0,1,0,0,0,0,0,0,3,0,0,3,2,1,1,0,0,0,3,0,0,0,0,7542,2018-06-20,Portugal,Morocco,Group Stage
369,173,Luis Alberto Suárez Díaz,7544,"['Left Center Forward', 'Right Wing']",6,2,1,77.0,2,0,1,0,0,0,0,3,0,2,0,0,3,0,0,0,0,1,1,0,3,1,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage
370,171,Guillermo Varela Olivera,7544,['Right Back'],0,0,0,91.0,2,0,0,1,0,0,0,1,0,0,1,0,2,1,0,0,0,2,2,0,0,1,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage
371,414,Gonçalo Manuel Ganchinho Guedes,7542,['Right Center Forward'],2,1,0,72.0,1,0,0,1,0,0,0,0,0,1,2,0,2,1,0,0,0,2,1,0,5,2,7542,2018-06-20,Portugal,Morocco,Group Stage
372,156,Ramin Rezaeian,7543,['Right Back'],0,0,0,56.00000000000001,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,2,7543,2018-06-20,Iran,Spain,Group Stage
373,155,Morteza Pouraliganji,7543,['Right Center Back'],0,0,0,82.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,3,1,7543,2018-06-20,Iran,Spain,Group Stage
374,154,Omid Ebrahimi,7543,['Right Center Midfield'],0,0,0,79.0,1,0,1,0,0,0,0,4,0,0,0,0,1,1,1,1,0,3,3,0,9,1,7543,2018-06-20,Iran,Spain,Group Stage
375,153,Vahid Amiri,7543,['Left Center Midfield'],1,0,0,69.0,1,0,4,1,0,0,0,1,0,1,0,0,1,0,0,1,0,3,0,0,6,2,7543,2018-06-20,Iran,Spain,Group Stage
376,152,Lucas Vázquez Iglesias,7543,['Right Midfield'],0,0,0,63.0,0,0,2,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,1,2,7543,2018-06-20,Iran,Spain,Group Stage
377,151,Francisco Román Alarcón Suárez,7543,['Left Midfield'],4,0,0,88.0,2,0,6,1,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,1,1,7543,2018-06-20,Iran,Spain,Group Stage
378,157,Seyed Majid Hosseini,7543,['Left Center Back'],0,0,0,61.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,1,0,7543,2018-06-20,Iran,Spain,Group Stage
379,150,Daniel Carvajal Ramos,7543,['Right Back'],1,0,0,93.0,3,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,2,0,5,2,7543,2018-06-20,Iran,Spain,Group Stage
380,148,Jordi Alba Ramos,7543,['Left Back'],0,0,0,87.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7,0,7543,2018-06-20,Iran,Spain,Group Stage
381,147,Sergio Ramos García,7543,['Left Center Back'],2,0,0,94.0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,7543,2018-06-20,Iran,Spain,Group Stage
382,146,David Josué Jiménez Silva,7543,['Right Center Midfield'],5,1,0,88.0,2,0,1,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,4,1,7543,2018-06-20,Iran,Spain,Group Stage
383,145,Sergio Busquets i Burgos,7543,['Center Defensive Midfield'],1,1,0,94.0,2,0,3,1,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,5,0,7543,2018-06-20,Iran,Spain,Group Stage
384,144,Andrés Iniesta Luján,7543,['Left Center Midfield'],0,0,0,84.0,0,0,2,0,0,0,0,3,0,0,1,1,1,1,0,0,0,0,0,0,2,2,7543,2018-06-20,Iran,Spain,Group Stage
385,143,Diego da Silva Costa,7543,['Center Forward'],3,1,1,79.0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,1,0,1,0,7543,2018-06-20,Iran,Spain,Group Stage
386,149,Gerard Piqué Bernabéu,7543,['Right Center Back'],2,0,0,88.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,8,1,7543,2018-06-20,Iran,Spain,Group Stage
387,158,Saeid Ezatolahi Afagh,7543,['Center Defensive Midfield'],0,0,0,74.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,4,5,7543,2018-06-20,Iran,Spain,Group Stage
388,159,Sardar Azmoun,7543,['Center Forward'],1,0,0,43.0,0,0,0,0,0,0,0,4,0,1,2,0,4,3,0,0,0,1,2,0,0,1,7543,2018-06-20,Iran,Spain,Group Stage
389,160,Mehdi Taremi,7543,['Right Wing'],2,0,0,45.0,0,0,2,2,0,0,0,1,0,2,0,0,1,0,0,0,0,4,2,0,3,2,7543,2018-06-20,Iran,Spain,Group Stage
390,170,Diego Roberto Godín Leal,7544,['Left Center Back'],0,0,0,91.0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,2,2,0,4,1,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage
391,169,José Martín Cáceres Silva,7544,['Left Back'],2,0,0,83.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,4,0,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage
392,168,Matías Vecino Falero,7544,['Right Center Midfield'],0,0,0,84.0,0,0,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0,3,2,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage
393,167,Rodrigo Bentancur Colmán,7544,['Left Center Midfield'],0,0,0,87.0,0,0,0,4,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,3,5,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage
394,166,José María Giménez de Vargas,7544,['Right Center Back'],0,0,0,97.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage
395,165,Yasir Gharsan Al Shahrani,7544,['Left Back'],2,0,0,88.0,1,0,0,0,0,0,0,2,0,0,1,1,2,1,0,0,0,1,2,0,2,0,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage
396,172,Cristian Gabriel Rodríguez Barrotti,7544,['Left Wing'],0,0,0,52.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,2,1,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage
397,164,Abdullah Ibrahim Otayf,7544,['Left Center Midfield'],0,0,0,90.0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,5,1,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage
398,162,Ehsan Hajsafi,7543,['Left Back'],0,0,0,59.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,7543,2018-06-20,Iran,Spain,Group Stage
399,161,Karim Ansarifard,7543,['Left Wing'],2,0,0,56.00000000000001,0,0,0,2,0,0,0,1,0,2,0,0,1,0,0,0,0,2,1,0,3,2,7543,2018-06-20,Iran,Spain,Group Stage
400,163,Fahad Mosaed Al Muwallad Al Harbi,7544,['Center Forward'],1,0,0,83.0,0,0,1,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,2,0,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage
401,413,João Filipe Iria Santos Moutinho,7542,['Right Center Midfield'],0,0,0,82.0,1,1,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,7,2,0,1,2,7542,2018-06-20,Portugal,Morocco,Group Stage
402,850,Simon Thorup Kjær,7547,['Right Center Back'],0,0,0,87.0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,7547,2018-06-21,Denmark,Australia,Group Stage
403,184,Antoine Griezmann,7546,['Center Attacking Midfield'],2,1,0,69.0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,1,7546,2018-06-21,France,Peru,Group Stage
404,185,Raphaël Varane,7546,['Right Center Back'],1,0,0,79.0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,0,3,0,7546,2018-06-21,France,Peru,Group Stage
405,186,Olivier Giroud,7546,['Center Forward'],2,0,0,56.00000000000001,2,0,2,1,0,0,0,1,0,0,3,0,1,0,0,0,0,1,1,0,0,2,7546,2018-06-21,France,Peru,Group Stage
406,187,Víctor Yoshimar Yotún Flores,7546,['Left Defensive Midfield'],1,0,0,80.0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,2,2,7546,2018-06-21,France,Peru,Group Stage
407,851,Lasse Schöne,7547,['Right Defensive Midfield'],0,0,0,93.0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,2,1,0,4,3,7547,2018-06-21,Denmark,Australia,Group Stage
408,225,Luka Modrić,7545,['Right Center Midfield'],2,1,1,80.0,2,0,2,0,0,0,0,3,0,1,2,0,1,0,0,0,0,1,0,0,8,0,7545,2018-06-21,Argentina,Croatia,Group Stage
409,199,Christian Guillermo Martín Ramos Garagay,7546,['Right Center Back'],0,0,0,85.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2,7546,2018-06-21,France,Peru,Group Stage
410,853,Aaron Mooy,7547,['Right Center Midfield'],2,0,0,84.0,3,0,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,1,3,0,5,1,7547,2018-06-21,Denmark,Australia,Group Stage
411,844,Christian Dannemann Eriksen,7547,['Center Attacking Midfield'],2,1,1,80.0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,1,0,4,1,7547,2018-06-21,Denmark,Australia,Group Stage
412,200,André Martín Carrillo Díaz,7546,"['Right Midfield', 'Right Wing']",1,0,0,73.0,2,0,7,0,0,0,0,2,0,1,5,0,2,0,0,0,0,0,0,0,6,2,7546,2018-06-21,France,Peru,Group Stage
413,201,Édison Michael Flores Peralta,7546,"['Left Midfield', 'Left Defensive Midfield']",2,0,0,79.0,2,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,2,0,0,5,1,7546,2018-06-21,France,Peru,Group Stage
414,202,Lucas Hernández Pi,7546,['Left Back'],2,1,0,82.0,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,2,4,7546,2018-06-21,France,Peru,Group Stage
415,203,Blaise Matuidi,7546,['Left Wing'],1,0,0,67.0,1,0,0,2,0,0,0,4,0,1,2,2,2,1,0,1,0,2,0,0,6,5,7546,2018-06-21,France,Peru,Group Stage
416,204,Jefferson Agustín Farfán Guadalupe,7546,['Center Attacking Midfield'],1,0,0,87.0,2,0,2,1,0,0,0,3,0,1,1,1,0,0,0,0,0,0,2,0,1,0,7546,2018-06-21,France,Peru,Group Stage
417,205,Anderson Santamaría Bardales,7546,['Left Center Back'],0,0,0,94.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,7546,2018-06-21,France,Peru,Group Stage
418,206,Mario Mandžukić,7545,['Center Forward'],3,0,0,68.0,0,0,3,2,0,0,0,4,0,2,3,0,1,0,0,1,0,2,2,0,1,0,7545,2018-06-21,Argentina,Croatia,Group Stage
