,Unnamed: 0,index,player,matchNum,positions,shots,shotsOnTarget,goals,passCompletion,keyPasses,assists,successfulDribbles,tackles,interceptions,penaltiesWon,ownGoal,foulCommitted,penaltyConceded,poorShots,dispossessed,dispossessedOwnHalf,miscontrol,miscontrolOwnHalf,errors,yellowCard,redCard,blocks,clearances,headedClearance,recoveries,dribbledPast,match_id,match_date,home_team,away_team,competition_stage,fotmobRating,is_attacker,is_midfielder,is_defender
340,340,62,Kalidou Koulibaly,7539,['Left Center Back'],0,0,0,76.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,6,1,7539,2018-06-19,Poland,Senegal,Group Stage,7.5,0,0,1
341,341,431,Kléper Laveran Lima Ferreira,7542,['Right Center Back'],0,0,0,68.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,2,7542,2018-06-20,Portugal,Morocco,Group Stage,7.2,0,0,1
342,342,432,José Miguel da Rocha Fonte,7542,['Left Center Back'],1,0,0,67.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,9,0,0,2,7542,2018-06-20,Portugal,Morocco,Group Stage,7.7,0,0,1
343,343,179,Ali Albulayhi,7544,['Left Center Back'],0,0,0,86.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,1,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage,6.4,0,0,1
344,344,181,Carlos Andrés Sánchez Arcosa,7544,['Right Wing'],1,0,0,59.0,2,1,0,0,0,0,0,2,0,1,2,0,1,0,0,0,0,3,2,0,6,2,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage,7.9,1,0,0
345,345,180,Hattan Babhir,7544,['Right Wing'],2,1,0,87.0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage,6.2,1,0,0
346,346,178,Salem Mohammed Al Dawsari,7544,['Left Wing'],1,0,0,88.0,2,0,7,1,0,0,0,4,0,1,2,1,2,0,0,0,0,1,0,0,9,0,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage,7.3,1,0,0
347,347,177,Osama Abdulrezag Hawsawi,7544,['Right Center Back'],0,0,0,86.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,2,0,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage,6.5,0,0,1
348,348,176,Mohammed Al Burayk,7544,['Right Back'],1,0,0,81.0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,0,1,2,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage,7.1,0,0,1
349,349,175,Taisir Jabir Al Jassim,7544,['Right Center Midfield'],0,0,0,85.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage,5.8,0,1,0
350,350,183,Hussain Al Mogahwi,7544,['Right Center Midfield'],0,0,0,91.0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,1,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage,6.6,0,1,0
351,351,182,Edinson Roberto Cavani Gómez,7544,"['Right Center Forward', 'Secondary Striker']",4,1,0,73.0,1,0,4,0,0,0,0,1,0,2,1,1,5,2,0,0,0,1,1,0,3,2,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage,7.5,1,0,0
352,352,430,Khalid Boutaïb,7542,['Center Forward'],2,0,0,73.0,1,0,2,0,0,0,0,2,0,2,2,0,1,0,0,0,0,1,1,0,3,0,7542,2018-06-20,Portugal,Morocco,Group Stage,6.3,1,0,0
353,353,429,Younès Belhanda,7542,['Center Attacking Midfield'],3,2,0,67.0,0,0,4,1,0,0,0,2,0,1,0,0,1,1,0,0,0,1,0,0,2,2,7542,2018-06-20,Portugal,Morocco,Group Stage,7.1,0,0,0
354,354,415,Medhi Amine El Mouttaqi Benatia,7542,['Right Center Back'],4,1,0,75.0,0,0,1,0,0,0,0,4,0,3,0,0,0,0,0,1,0,3,2,0,7,0,7542,2018-06-20,Portugal,Morocco,Group Stage,7.0,0,0,1
355,355,416,William Silva de Carvalho,7542,['Left Center Midfield'],0,0,0,79.0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,2,0,6,2,7542,2018-06-20,Portugal,Morocco,Group Stage,6.9,0,1,0
356,356,417,Cédric Ricardo Alves Soares,7542,['Right Back'],0,0,0,69.0,0,0,0,1,0,0,0,3,0,0,1,1,0,0,0,0,0,4,5,0,9,2,7542,2018-06-20,Portugal,Morocco,Group Stage,7.6,0,0,1
357,357,418,Bernardo Mota Veiga de Carvalho e Silva,7542,['Right Midfield'],0,0,0,56.00000000000001,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,0,7542,2018-06-20,Portugal,Morocco,Group Stage,6.2,0,1,0
358,358,419,Karim El Ahmadi Al Aroos,7542,['Right Defensive Midfield'],1,0,0,79.0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2,0,7,1,7542,2018-06-20,Portugal,Morocco,Group Stage,6.9,0,1,0
359,359,420,Mbark Boussoufa,7542,"['Left Defensive Midfield', 'Left Center Midfield']",1,0,0,78.0,2,0,0,5,0,0,0,3,0,1,1,1,1,0,0,0,0,2,0,0,5,0,7542,2018-06-20,Portugal,Morocco,Group Stage,7.1,0,1,0
360,360,174,Salman Mohammed Al Faraj,7544,['Center Attacking Midfield'],0,0,0,86.0,3,0,2,1,0,0,0,1,0,0,1,0,2,2,0,0,0,4,0,0,4,2,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage,6.7,0,0,0
361,361,421,Cristiano Ronaldo dos Santos Aveiro,7542,['Left Center Forward'],6,1,1,73.0,1,0,0,0,0,0,0,0,0,2,2,0,6,0,0,0,0,1,3,0,3,1,7542,2018-06-20,Portugal,Morocco,Group Stage,7.8,1,0,0
362,362,423,Manuel Marouan da Costa Trinidade,7542,['Left Center Back'],1,0,0,67.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,4,1,7542,2018-06-20,Portugal,Morocco,Group Stage,7.1,0,0,1
363,363,424,Achraf Hakimi Mouh,7542,['Left Back'],0,0,0,76.0,2,0,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,4,0,7542,2018-06-20,Portugal,Morocco,Group Stage,7.6,0,0,1
364,364,425,Hakim Ziyech,7542,"['Left Wing', 'Right Wing']",4,1,0,66.0,4,0,3,0,0,0,0,2,0,1,2,2,1,0,0,0,0,3,0,0,5,0,7542,2018-06-20,Portugal,Morocco,Group Stage,6.5,1,0,0
365,365,426,Raphaël Adelino José Guerreiro,7542,['Left Back'],1,0,0,72.0,2,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,2,0,4,2,7542,2018-06-20,Portugal,Morocco,Group Stage,7.9,0,0,1
366,366,427,Nordin Amrabat,7542,"['Right Wing', 'Left Wing']",0,0,0,75.0,1,0,3,0,0,0,0,1,0,0,6,0,3,0,0,0,0,3,2,0,5,2,7542,2018-06-20,Portugal,Morocco,Group Stage,6.3,1,0,0
367,367,428,Nabil Dirar,7542,['Right Back'],1,0,0,86.0,1,0,1,3,0,0,0,3,0,1,0,0,0,0,0,0,0,2,2,0,8,0,7542,2018-06-20,Portugal,Morocco,Group Stage,7.2,0,0,1
368,368,422,João Mário Naval da Costa Eduardo,7542,['Left Midfield'],0,0,0,74.0,1,0,0,0,0,0,0,3,0,0,3,2,1,1,0,0,0,3,0,0,0,0,7542,2018-06-20,Portugal,Morocco,Group Stage,6.4,0,1,0
369,369,173,Luis Alberto Suárez Díaz,7544,"['Left Center Forward', 'Right Wing']",6,2,1,77.0,2,0,1,0,0,0,0,3,0,2,0,0,3,0,0,0,0,1,1,0,3,1,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage,8.1,1,0,0
370,370,171,Guillermo Varela Olivera,7544,['Right Back'],0,0,0,91.0,2,0,0,1,0,0,0,1,0,0,1,0,2,1,0,0,0,2,2,0,0,1,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage,7.2,0,0,1
371,371,414,Gonçalo Manuel Ganchinho Guedes,7542,['Right Center Forward'],2,1,0,72.0,1,0,0,1,0,0,0,0,0,1,2,0,2,1,0,0,0,2,1,0,5,2,7542,2018-06-20,Portugal,Morocco,Group Stage,7.1,1,0,0
372,372,156,Ramin Rezaeian,7543,['Right Back'],0,0,0,56.00000000000001,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,2,7543,2018-06-20,Iran,Spain,Group Stage,8.0,0,0,1
373,373,155,Morteza Pouraliganji,7543,['Right Center Back'],0,0,0,82.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,3,1,7543,2018-06-20,Iran,Spain,Group Stage,6.3,0,0,1
374,374,154,Omid Ebrahimi,7543,['Right Center Midfield'],0,0,0,79.0,1,0,1,0,0,0,0,4,0,0,0,0,1,1,1,1,0,3,3,0,9,1,7543,2018-06-20,Iran,Spain,Group Stage,6.7,0,1,0
375,375,153,Vahid Amiri,7543,['Left Center Midfield'],1,0,0,69.0,1,0,4,1,0,0,0,1,0,1,0,0,1,0,0,1,0,3,0,0,6,2,7543,2018-06-20,Iran,Spain,Group Stage,6.9,0,1,0
376,376,152,Lucas Vázquez Iglesias,7543,['Right Midfield'],0,0,0,63.0,0,0,2,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,1,2,7543,2018-06-20,Iran,Spain,Group Stage,6.6,0,1,0
377,377,151,Francisco Román Alarcón Suárez,7543,['Left Midfield'],4,0,0,88.0,2,0,6,1,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,1,1,7543,2018-06-20,Iran,Spain,Group Stage,7.7,0,1,0
378,378,157,Seyed Majid Hosseini,7543,['Left Center Back'],0,0,0,61.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,1,0,7543,2018-06-20,Iran,Spain,Group Stage,6.3,0,0,1
379,379,150,Daniel Carvajal Ramos,7543,['Right Back'],1,0,0,93.0,3,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,2,0,5,2,7543,2018-06-20,Iran,Spain,Group Stage,7.8,0,0,1
380,380,148,Jordi Alba Ramos,7543,['Left Back'],0,0,0,87.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7,0,7543,2018-06-20,Iran,Spain,Group Stage,7.2,0,0,1
381,381,147,Sergio Ramos García,7543,['Left Center Back'],2,0,0,94.0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,7543,2018-06-20,Iran,Spain,Group Stage,8.0,0,0,1
382,382,146,David Josué Jiménez Silva,7543,['Right Center Midfield'],5,1,0,88.0,2,0,1,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,4,1,7543,2018-06-20,Iran,Spain,Group Stage,7.1,0,1,0
383,383,145,Sergio Busquets i Burgos,7543,['Center Defensive Midfield'],1,1,0,94.0,2,0,3,1,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,5,0,7543,2018-06-20,Iran,Spain,Group Stage,8.4,0,1,0
384,384,144,Andrés Iniesta Luján,7543,['Left Center Midfield'],0,0,0,84.0,0,0,2,0,0,0,0,3,0,0,1,1,1,1,0,0,0,0,0,0,2,2,7543,2018-06-20,Iran,Spain,Group Stage,7.0,0,1,0
385,385,143,Diego da Silva Costa,7543,['Center Forward'],3,1,1,79.0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,1,0,1,0,7543,2018-06-20,Iran,Spain,Group Stage,7.3,1,0,0
386,386,149,Gerard Piqué Bernabéu,7543,['Right Center Back'],2,0,0,88.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,8,1,7543,2018-06-20,Iran,Spain,Group Stage,8.2,0,0,1
387,387,158,Saeid Ezatolahi Afagh,7543,['Center Defensive Midfield'],0,0,0,74.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,4,5,7543,2018-06-20,Iran,Spain,Group Stage,7.2,0,1,0
388,388,159,Sardar Azmoun,7543,['Center Forward'],1,0,0,43.0,0,0,0,0,0,0,0,4,0,1,2,0,4,3,0,0,0,1,2,0,0,1,7543,2018-06-20,Iran,Spain,Group Stage,5.6,1,0,0
389,389,160,Mehdi Taremi,7543,['Right Wing'],2,0,0,45.0,0,0,2,2,0,0,0,1,0,2,0,0,1,0,0,0,0,4,2,0,3,2,7543,2018-06-20,Iran,Spain,Group Stage,7.6,1,0,0
390,390,170,Diego Roberto Godín Leal,7544,['Left Center Back'],0,0,0,91.0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,2,2,0,4,1,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage,7.1,0,0,1
391,391,169,José Martín Cáceres Silva,7544,['Left Back'],2,0,0,83.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,4,0,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage,7.9,0,0,1
392,392,168,Matías Vecino Falero,7544,['Right Center Midfield'],0,0,0,84.0,0,0,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0,3,2,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage,6.7,0,1,0
393,393,167,Rodrigo Bentancur Colmán,7544,['Left Center Midfield'],0,0,0,87.0,0,0,0,4,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,3,5,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage,7.4,0,1,0
394,394,166,José María Giménez de Vargas,7544,['Right Center Back'],0,0,0,97.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage,7.3,0,0,1
395,395,165,Yasir Gharsan Al Shahrani,7544,['Left Back'],2,0,0,88.0,1,0,0,0,0,0,0,2,0,0,1,1,2,1,0,0,0,1,2,0,2,0,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage,6.4,0,0,1
396,396,172,Cristian Gabriel Rodríguez Barrotti,7544,['Left Wing'],0,0,0,52.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,2,1,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage,6.4,1,0,0
397,397,164,Abdullah Ibrahim Otayf,7544,['Left Center Midfield'],0,0,0,90.0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,5,1,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage,7.9,0,1,0
398,398,162,Ehsan Hajsafi,7543,['Left Back'],0,0,0,59.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,7543,2018-06-20,Iran,Spain,Group Stage,7.1,0,0,1
399,399,161,Karim Ansarifard,7543,['Left Wing'],2,0,0,56.00000000000001,0,0,0,2,0,0,0,1,0,2,0,0,1,0,0,0,0,2,1,0,3,2,7543,2018-06-20,Iran,Spain,Group Stage,6.0,1,0,0
400,400,163,Fahad Mosaed Al Muwallad Al Harbi,7544,['Center Forward'],1,0,0,83.0,0,0,1,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,2,0,7544,2018-06-20,Uruguay,Saudi Arabia,Group Stage,5.4,1,0,0
401,401,413,João Filipe Iria Santos Moutinho,7542,['Right Center Midfield'],0,0,0,82.0,1,1,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,7,2,0,1,2,7542,2018-06-20,Portugal,Morocco,Group Stage,8.2,0,1,0
402,402,850,Simon Thorup Kjær,7547,['Right Center Back'],0,0,0,87.0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,7547,2018-06-21,Denmark,Australia,Group Stage,7.5,0,0,1
403,403,184,Antoine Griezmann,7546,['Center Attacking Midfield'],2,1,0,69.0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,1,7546,2018-06-21,France,Peru,Group Stage,7.1,0,0,0
404,404,185,Raphaël Varane,7546,['Right Center Back'],1,0,0,79.0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,0,3,0,7546,2018-06-21,France,Peru,Group Stage,7.0,0,0,1
405,405,186,Olivier Giroud,7546,['Center Forward'],2,0,0,56.00000000000001,2,0,2,1,0,0,0,1,0,0,3,0,1,0,0,0,0,1,1,0,0,2,7546,2018-06-21,France,Peru,Group Stage,7.4,1,0,0
406,406,187,Víctor Yoshimar Yotún Flores,7546,['Left Defensive Midfield'],1,0,0,80.0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,2,2,7546,2018-06-21,France,Peru,Group Stage,6.0,0,1,0
407,407,851,Lasse Schöne,7547,['Right Defensive Midfield'],0,0,0,93.0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,2,1,0,4,3,7547,2018-06-21,Denmark,Australia,Group Stage,6.9,0,1,0
408,408,225,Luka Modrić,7545,['Right Center Midfield'],2,1,1,80.0,2,0,2,0,0,0,0,3,0,1,2,0,1,0,0,0,0,1,0,0,8,0,7545,2018-06-21,Argentina,Croatia,Group Stage,8.6,0,1,0
409,409,199,Christian Guillermo Martín Ramos Garagay,7546,['Right Center Back'],0,0,0,85.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2,7546,2018-06-21,France,Peru,Group Stage,6.8,0,0,1
410,410,853,Aaron Mooy,7547,['Right Center Midfield'],2,0,0,84.0,3,0,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,1,3,0,5,1,7547,2018-06-21,Denmark,Australia,Group Stage,7.3,0,1,0
411,411,844,Christian Dannemann Eriksen,7547,['Center Attacking Midfield'],2,1,1,80.0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,1,0,4,1,7547,2018-06-21,Denmark,Australia,Group Stage,8.0,0,0,0
412,412,200,André Martín Carrillo Díaz,7546,"['Right Midfield', 'Right Wing']",1,0,0,73.0,2,0,7,0,0,0,0,2,0,1,5,0,2,0,0,0,0,0,0,0,6,2,7546,2018-06-21,France,Peru,Group Stage,6.5,1,1,0
413,413,201,Édison Michael Flores Peralta,7546,"['Left Midfield', 'Left Defensive Midfield']",2,0,0,79.0,2,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,2,0,0,5,1,7546,2018-06-21,France,Peru,Group Stage,6.3,0,1,0
414,414,202,Lucas Hernández Pi,7546,['Left Back'],2,1,0,82.0,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,2,4,7546,2018-06-21,France,Peru,Group Stage,7.4,0,0,1
415,415,203,Blaise Matuidi,7546,['Left Wing'],1,0,0,67.0,1,0,0,2,0,0,0,4,0,1,2,2,2,1,0,1,0,2,0,0,6,5,7546,2018-06-21,France,Peru,Group Stage,6.7,1,0,0
416,416,204,Jefferson Agustín Farfán Guadalupe,7546,['Center Attacking Midfield'],1,0,0,87.0,2,0,2,1,0,0,0,3,0,1,1,1,0,0,0,0,0,0,2,0,1,0,7546,2018-06-21,France,Peru,Group Stage,6.4,0,0,0
417,417,205,Anderson Santamaría Bardales,7546,['Left Center Back'],0,0,0,94.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,7546,2018-06-21,France,Peru,Group Stage,6.5,0,0,1
418,418,206,Mario Mandžukić,7545,['Center Forward'],3,0,0,68.0,0,0,3,2,0,0,0,4,0,2,3,0,1,0,0,1,0,2,2,0,1,0,7545,2018-06-21,Argentina,Croatia,Group Stage,6.5,1,0,0
419,419,207,Marcelo Brozović,7545,"['Center Defensive Midfield', 'Left Defensive Midfield']",1,0,0,81.0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,3,7545,2018-06-21,Argentina,Croatia,Group Stage,8.2,0,1,0
420,420,208,Ivan Strinić,7545,['Left Back'],0,0,0,64.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,1,1,7545,2018-06-21,Argentina,Croatia,Group Stage,6.8,0,0,1
421,421,209,Domagoj Vida,7545,['Left Center Back'],0,0,0,64.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,7545,2018-06-21,Argentina,Croatia,Group Stage,7.0,0,0,1
422,422,224,Ivan Perišić,7545,['Left Midfield'],1,1,0,27.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,3,7545,2018-06-21,Argentina,Croatia,Group Stage,6.8,0,1,0
423,423,223,Enzo Nicolás Pérez,7545,"['Right Center Midfield', 'Center Midfield', 'Right Defensive Midfield']",1,0,0,88.0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,2,1,7545,2018-06-21,Argentina,Croatia,Group Stage,6.3,0,1,0
424,424,222,Marcos Javier Acuña,7545,"['Left Midfield', 'Left Back']",1,0,0,61.0,1,0,2,2,0,0,0,1,0,0,2,1,1,0,0,1,0,2,0,0,6,2,7545,2018-06-21,Argentina,Croatia,Group Stage,6.6,0,1,1
425,425,221,Gabriel Iván Mercado,7545,"['Right Center Back', 'Right Back']",0,0,0,78.0,0,0,0,2,0,0,0,3,0,0,0,0,1,1,0,1,0,4,1,0,1,1,7545,2018-06-21,Argentina,Croatia,Group Stage,5.8,0,0,1
426,426,220,Eduardo Antonio Salvio,7545,['Right Midfield'],0,0,0,79.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,0,3,1,7545,2018-06-21,Argentina,Croatia,Group Stage,6.5,0,1,0
427,427,219,Nicolás Hernán Otamendi,7545,"['Center Back', 'Right Center Back']",1,0,0,83.0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,3,1,7545,2018-06-21,Argentina,Croatia,Group Stage,6.3,0,0,1
428,428,218,Javier Alejandro Mascherano,7545,"['Left Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield']",0,0,0,89.0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,5,4,7545,2018-06-21,Argentina,Croatia,Group Stage,6.6,0,1,0
429,429,217,Maximiliano Eduardo Meza,7545,"['Left Attacking Midfield', 'Left Midfield', 'Left Defensive Midfield']",3,1,0,72.0,1,0,3,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,4,3,7545,2018-06-21,Argentina,Croatia,Group Stage,6.7,0,1,0
430,430,216,Lionel Andrés Messi Cuccittini,7545,"['Right Attacking Midfield', 'Center Attacking Midfield']",1,0,0,79.0,2,0,4,1,0,0,0,2,0,0,2,0,1,0,0,0,0,1,0,0,4,0,7545,2018-06-21,Argentina,Croatia,Group Stage,7.1,0,0,0
431,431,215,Sergio Leonel Agüero del Castillo,7545,['Center Forward'],1,1,0,80.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,2,1,7545,2018-06-21,Argentina,Croatia,Group Stage,6.2,1,0,0
432,432,214,Nicolás Alejandro Tagliafico,7545,['Left Center Back'],0,0,0,82.0,1,0,1,1,0,0,0,4,0,0,1,0,0,0,0,1,0,2,3,0,3,1,7545,2018-06-21,Argentina,Croatia,Group Stage,7.2,0,0,1
433,433,213,Ivan Rakitić,7545,"['Left Center Midfield', 'Center Attacking Midfield']",4,2,1,68.0,1,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,4,0,0,3,2,7545,2018-06-21,Argentina,Croatia,Group Stage,8.7,0,1,0
434,434,212,Ante Rebić,7545,['Right Midfield'],2,1,1,33.0,0,0,3,0,0,0,0,5,0,1,4,1,1,0,0,1,0,0,0,0,1,1,7545,2018-06-21,Argentina,Croatia,Group Stage,7.0,0,1,0
435,435,211,Šime Vrsaljko,7545,['Right Back'],0,0,0,77.0,2,0,0,2,0,0,0,2,0,0,1,0,1,0,0,1,0,2,0,0,2,1,7545,2018-06-21,Argentina,Croatia,Group Stage,7.8,0,0,1
436,436,852,Tom Rogić,7547,['Secondary Striker'],3,1,0,70.0,0,0,2,0,0,0,0,0,0,1,3,2,3,0,0,0,0,0,0,0,6,0,7547,2018-06-21,Denmark,Australia,Group Stage,6.9,0,0,0
437,437,210,Dejan Lovren,7545,['Right Center Back'],0,0,0,90.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,7,0,1,1,7545,2018-06-21,Argentina,Croatia,Group Stage,7.0,0,0,1
438,438,198,Paul Pogba,7546,['Left Center Midfield'],1,0,0,75.0,2,0,2,2,0,0,0,2,0,1,1,1,2,1,0,1,0,0,0,0,8,2,7546,2018-06-21,France,Peru,Group Stage,8.0,0,1,0
439,439,196,Kylian Mbappé Lottin,7546,['Right Wing'],2,2,1,68.0,1,0,4,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,0,0,4,0,7546,2018-06-21,France,Peru,Group Stage,8.2,1,0,0
440,440,854,Trent Sainsbury,7547,['Right Center Back'],0,0,0,93.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,3,1,7547,2018-06-21,Denmark,Australia,Group Stage,6.8,0,0,1
441,441,855,Josh Risdon,7547,['Right Back'],0,0,0,77.0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,6,7547,2018-06-21,Denmark,Australia,Group Stage,7.3,0,0,1
442,442,856,Aziz Eraltay Behich,7547,['Left Back'],0,0,0,81.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,7547,2018-06-21,Denmark,Australia,Group Stage,7.3,0,0,1
443,443,857,Mile Jedinak,7547,['Left Center Midfield'],1,1,1,88.0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,1,7547,2018-06-21,Denmark,Australia,Group Stage,8.0,0,1,0
444,444,858,Thomas Delaney,7547,['Left Defensive Midfield'],1,0,0,77.0,1,0,1,2,0,0,0,2,0,1,0,0,1,0,0,0,0,2,1,0,2,1,7547,2018-06-21,Denmark,Australia,Group Stage,6.8,0,1,0
445,445,859,Nicolai Jørgensen,7547,['Center Forward'],1,0,0,87.0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,7547,2018-06-21,Denmark,Australia,Group Stage,7.6,1,0,0
446,446,860,Jens Stryger Larsen,7547,['Left Back'],1,1,0,76.0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,2,0,7547,2018-06-21,Denmark,Australia,Group Stage,7.3,0,0,1
447,447,861,Mathew Leckie,7547,['Right Wing'],5,2,0,77.0,1,0,2,0,0,0,0,0,0,2,4,0,2,1,0,0,0,2,2,0,2,2,7547,2018-06-21,Denmark,Australia,Group Stage,7.0,1,0,0
448,448,862,Andrew Nabbout,7547,['Center Forward'],0,0,0,73.0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,2,7547,2018-06-21,Denmark,Australia,Group Stage,6.6,1,0,0
449,449,197,Miguel Ángel Trauco Saavedra,7546,['Left Back'],0,0,0,68.0,0,0,0,3,0,0,0,1,0,0,2,1,1,0,0,0,0,3,1,0,6,2,7546,2018-06-21,France,Peru,Group Stage,7.0,0,0,1
450,450,849,Mark Milligan,7547,['Left Center Back'],0,0,0,92.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,7547,2018-06-21,Denmark,Australia,Group Stage,7.4,0,0,1
