,Unnamed: 0,index,player,matchNum,positions,shots,shotsOnTarget,goals,passCompletion,keyPasses,assists,successfulDribbles,tackles,interceptions,penaltiesWon,ownGoal,foulCommitted,penaltyConceded,poorShots,dispossessed,dispossessedOwnHalf,miscontrol,miscontrolOwnHalf,errors,yellowCard,redCard,blocks,clearances,headedClearance,recoveries,dribbledPast,match_id,match_date,home_team,away_team,competition_stage,fotmobRating,is_attacker,is_midfielder,is_defender
687,687,1298,Mohamed Naser Elsayed Elneny,7559,['Right Center Midfield'],1,0,0,95.0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,1,1,0,1,0,7559,2018-06-25,Saudi Arabia,Egypt,Group Stage,6.1,0,1,0
688,688,1008,Mbark Boussoufa,7560,"['Right Center Midfield', 'Right Midfield']",1,0,0,84.0,0,0,0,1,0,0,0,2,0,1,1,1,1,1,0,0,0,0,2,0,2,3,7560,2018-06-25,Spain,Morocco,Group Stage,6.2,0,1,0
689,689,1297,Marwan Mohsen,7559,"['Center Forward', 'Left Center Forward']",1,0,0,39.0,0,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,2,0,1,1,7559,2018-06-25,Saudi Arabia,Egypt,Group Stage,6.4,1,0,0
690,690,993,David Josué Jiménez Silva,7560,['Right Wing'],1,0,0,80.0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7560,2018-06-25,Spain,Morocco,Group Stage,7.0,1,0,0
691,691,994,Sergio Ramos García,7560,['Left Center Back'],1,0,0,95.0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,4,1,7560,2018-06-25,Spain,Morocco,Group Stage,6.8,0,0,1
692,692,995,Jordi Alba Ramos,7560,['Left Back'],0,0,0,92.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,4,1,7560,2018-06-25,Spain,Morocco,Group Stage,6.7,0,0,1
693,693,996,Francisco Román Alarcón Suárez,7560,"['Left Wing', 'Center Attacking Midfield']",3,1,1,87.0,6,0,6,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,2,2,7560,2018-06-25,Spain,Morocco,Group Stage,9.2,1,0,0
694,694,997,Andrés Iniesta Luján,7560,['Left Midfield'],2,0,0,89.0,2,1,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,7560,2018-06-25,Spain,Morocco,Group Stage,7.8,0,1,0
695,695,998,Gerard Piqué Bernabéu,7560,['Right Center Back'],3,1,0,91.0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,4,0,7560,2018-06-25,Spain,Morocco,Group Stage,7.0,0,0,1
696,696,999,Karim El Ahmadi Al Aroos,7560,['Center Defensive Midfield'],0,0,0,100.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,7560,2018-06-25,Spain,Morocco,Group Stage,6.5,0,1,0
697,697,1000,Nordin Amrabat,7560,"['Right Midfield', 'Right Center Midfield']",1,0,0,75.0,1,0,1,2,0,0,0,6,0,0,3,1,2,0,0,1,0,2,0,0,6,1,7560,2018-06-25,Spain,Morocco,Group Stage,6.6,0,1,0
698,698,1001,Hakim Ziyech,7560,['Left Midfield'],2,0,0,74.0,1,0,1,1,0,0,0,1,0,1,2,2,2,1,0,0,0,2,0,0,4,2,7560,2018-06-25,Spain,Morocco,Group Stage,6.8,0,1,0
699,699,1002,Achraf Hakimi Mouh,7560,['Left Back'],0,0,0,75.0,1,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,5,1,7560,2018-06-25,Spain,Morocco,Group Stage,6.9,0,0,1
700,700,991,Sergio Busquets i Burgos,7560,"['Center Midfield', 'Center Defensive Midfield']",1,0,0,89.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,3,0,7560,2018-06-25,Spain,Morocco,Group Stage,6.7,0,1,0
701,701,1004,Daniel Carvajal Ramos,7560,['Right Back'],0,0,0,82.0,1,1,0,2,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,4,3,7560,2018-06-25,Spain,Morocco,Group Stage,7.0,0,0,1
702,702,1005,Khalid Boutaïb,7560,['Center Forward'],2,2,1,73.0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,2,1,7560,2018-06-25,Spain,Morocco,Group Stage,7.7,1,0,0
703,703,1006,Manuel Marouan da Costa Trinidade,7560,['Right Center Back'],0,0,0,63.0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,4,4,0,2,1,7560,2018-06-25,Spain,Morocco,Group Stage,6.2,0,0,1
704,704,992,Thiago Alcântara do Nascimento,7560,['Right Midfield'],2,0,0,99.0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,1,7560,2018-06-25,Spain,Morocco,Group Stage,7.6,0,1,0
705,705,1305,Yasir Gharsan Al Shahrani,7559,['Left Back'],1,0,0,81.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,0,5,0,7559,2018-06-25,Saudi Arabia,Egypt,Group Stage,7.6,0,0,1
706,706,1317,Amr Medhat Warda,7559,"['Right Wing', 'Center Attacking Midfield']",1,0,0,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,7559,2018-06-25,Saudi Arabia,Egypt,Group Stage,6.3,1,0,0
707,707,412,Ehsan Hajsafi,7557,['Left Back'],0,0,0,83.0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7557,2018-06-25,Iran,Portugal,Group Stage,7.0,0,0,1
708,708,395,Cédric Ricardo Alves Soares,7557,['Right Back'],0,0,0,75.0,1,0,2,1,0,0,0,2,1,0,1,0,0,0,0,0,0,2,1,0,4,0,7557,2018-06-25,Iran,Portugal,Group Stage,6.9,0,0,1
709,709,394,William Silva de Carvalho,7557,['Left Defensive Midfield'],0,0,0,88.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,7,0,7557,2018-06-25,Iran,Portugal,Group Stage,7.2,0,1,0
710,710,393,André Miguel Valente Silva,7557,['Right Center Forward'],2,0,0,80.0,0,0,2,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,1,0,1,0,7557,2018-06-25,Iran,Portugal,Group Stage,6.8,1,0,0
711,711,398,Ramin Rezaeian,7557,['Right Back'],1,0,0,53.0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,3,0,7,0,7557,2018-06-25,Iran,Portugal,Group Stage,6.7,0,0,1
712,712,399,Raphaël Adelino José Guerreiro,7557,['Left Back'],1,0,0,87.0,0,0,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,1,0,3,1,7557,2018-06-25,Iran,Portugal,Group Stage,7.3,0,0,1
713,713,400,João Mário Naval da Costa Eduardo,7557,['Left Midfield'],1,0,0,92.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1,7557,2018-06-25,Iran,Portugal,Group Stage,7.2,0,1,0
714,714,1316,Fahad Mosaed Al Muwallad Al Harbi,7559,"['Center Forward', 'Right Wing']",1,1,0,73.0,1,0,1,0,0,1,0,3,0,0,1,0,7,2,0,0,0,1,0,0,2,1,7559,2018-06-25,Saudi Arabia,Egypt,Group Stage,6.6,1,0,0
715,715,401,Adrien Sebastian Perruchet Silva,7557,['Right Defensive Midfield'],1,0,0,95.0,2,1,0,3,0,0,0,1,0,1,2,1,0,0,0,0,0,2,0,0,8,3,7557,2018-06-25,Iran,Portugal,Group Stage,7.8,0,1,0
716,716,397,José Miguel da Rocha Fonte,7557,['Left Center Back'],2,0,0,88.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,5,0,7557,2018-06-25,Iran,Portugal,Group Stage,7.5,0,0,1
717,717,402,Alireza Jahanbakhsh,7557,['Right Midfield'],0,0,0,60.0,3,0,2,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,3,4,7557,2018-06-25,Iran,Portugal,Group Stage,6.9,0,1,0
718,718,404,Ricardo Andrade Quaresma Bernardo,7557,['Right Midfield'],2,1,1,64.0,1,0,2,1,0,0,0,2,0,1,3,1,3,0,0,1,0,0,0,0,5,1,7557,2018-06-25,Iran,Portugal,Group Stage,7.3,0,1,0
719,719,405,Cristiano Ronaldo dos Santos Aveiro,7557,['Left Center Forward'],5,3,0,76.0,1,0,4,0,0,1,0,1,0,1,0,0,2,0,0,1,0,1,0,0,1,0,7557,2018-06-25,Iran,Portugal,Group Stage,7.4,1,0,0
720,720,406,Morteza Pouraliganji,7557,['Right Center Back'],0,0,0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,7557,2018-06-25,Iran,Portugal,Group Stage,6.7,0,0,1
721,721,407,Omid Ebrahimi,7557,['Right Center Midfield'],0,0,0,83.0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,2,7557,2018-06-25,Iran,Portugal,Group Stage,6.4,0,1,0
722,722,408,Seyed Majid Hosseini,7557,['Left Center Back'],0,0,0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,7557,2018-06-25,Iran,Portugal,Group Stage,6.5,0,0,1
723,723,409,Mehdi Taremi,7557,['Left Midfield'],1,0,0,50.0,0,0,0,1,0,0,0,2,0,1,1,1,1,0,0,0,0,4,0,0,4,2,7557,2018-06-25,Iran,Portugal,Group Stage,6.4,0,1,0
724,724,410,Vahid Amiri,7557,['Left Center Midfield'],1,0,0,67.0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,0,0,0,2,0,0,2,1,7557,2018-06-25,Iran,Portugal,Group Stage,6.6,0,1,0
725,725,411,Sardar Azmoun,7557,['Center Forward'],2,0,0,63.0,2,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,2,2,0,3,0,7557,2018-06-25,Iran,Portugal,Group Stage,7.0,1,0,0
726,726,403,Saeid Ezatolahi Afagh,7557,['Center Defensive Midfield'],1,1,0,62.0,0,0,1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,2,3,0,3,3,7557,2018-06-25,Iran,Portugal,Group Stage,6.1,0,1,0
727,727,396,Kléper Laveran Lima Ferreira,7557,['Right Center Back'],1,0,0,84.0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,2,1,7557,2018-06-25,Iran,Portugal,Group Stage,7.8,0,0,1
728,728,310,Alfreð Finnbogason,7561,"['Center Forward', 'Right Center Forward']",1,0,0,61.0,1,0,0,1,0,0,0,3,0,1,2,0,2,0,0,1,0,1,0,0,4,2,7561,2018-06-26,Iceland,Croatia,Group Stage,6.5,1,0,0
729,729,1035,Gonzalo Gerardo Higuaín,7564,"['Left Center Forward', 'Left Wing']",2,1,0,78.0,0,0,0,0,0,0,0,2,0,1,1,0,5,1,0,0,0,2,1,0,4,2,7564,2018-06-26,Nigeria,Argentina,Group Stage,6.6,1,0,0
730,730,1033,Nicolás Hernán Otamendi,7564,['Right Center Back'],0,0,0,86.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,3,3,7564,2018-06-26,Nigeria,Argentina,Group Stage,7.9,0,0,1
731,731,311,Birkir Bjarnason,7561,['Left Wing'],4,1,0,61.0,1,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,1,1,0,3,0,7561,2018-06-26,Iceland,Croatia,Group Stage,6.7,1,0,0
732,732,1034,Faustino Marcos Alberto Rojo,7564,"['Left Center Back', 'Left Back']",1,1,1,76.0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,4,0,7564,2018-06-26,Nigeria,Argentina,Group Stage,8.8,0,0,1
733,733,309,Gylfi Þór Sigurðsson,7561,"['Center Attacking Midfield', 'Right Center Midfield']",3,2,1,68.0,4,0,2,0,0,0,0,1,0,1,2,2,1,0,0,0,0,1,0,0,5,2,7561,2018-06-26,Iceland,Croatia,Group Stage,7.6,0,1,0
734,734,308,Emil Hallfreðsson,7561,"['Right Defensive Midfield', 'Left Center Midfield']",1,0,0,83.0,1,0,3,3,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,11,3,7561,2018-06-26,Iceland,Croatia,Group Stage,6.3,0,1,0
735,735,307,Vedran Ćorluka,7561,['Right Center Back'],0,0,0,90.0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,8,0,4,0,7561,2018-06-26,Iceland,Croatia,Group Stage,7.9,0,0,1
736,736,298,Birkir Már Sævarsson,7561,"['Right Back', 'Right Center Back']",0,0,0,69.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,3,4,0,2,1,7561,2018-06-26,Iceland,Croatia,Group Stage,6.0,0,0,1
737,737,306,Ivan Perišić,7561,"['Left Wing', 'Center Attacking Midfield']",3,1,1,68.0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,1,0,2,2,7561,2018-06-26,Iceland,Croatia,Group Stage,7.8,1,0,0
738,738,304,Mateo Kovačić,7561,['Left Center Midfield'],1,0,0,98.0,2,0,1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,0,3,2,7561,2018-06-26,Iceland,Croatia,Group Stage,7.5,0,1,0
739,739,303,Andrej Kramarić,7561,['Center Forward'],2,0,0,87.0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,3,0,7561,2018-06-26,Iceland,Croatia,Group Stage,6.6,1,0,0
740,740,302,Hörður Björgvin Magnússon,7561,"['Left Back', 'Left Center Back']",2,0,0,45.0,0,0,0,2,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,2,1,7561,2018-06-26,Iceland,Croatia,Group Stage,6.4,0,0,1
741,741,301,Marko Pjaca,7561,['Right Wing'],1,0,0,75.0,0,0,1,0,0,0,0,1,0,0,4,1,5,1,0,1,0,0,0,0,4,1,7561,2018-06-26,Iceland,Croatia,Group Stage,6.2,1,0,0
742,742,300,Luka Modrić,7561,['Right Center Midfield'],1,0,0,88.0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,7561,2018-06-26,Iceland,Croatia,Group Stage,7.6,0,1,0
743,743,299,Tin Jedvaj,7561,"['Right Back', 'Right Wing Back']",0,0,0,73.0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,2,4,0,0,0,7561,2018-06-26,Iceland,Croatia,Group Stage,6.7,0,0,1
744,744,305,Josip Pivarić,7561,"['Left Back', 'Left Wing Back']",1,0,0,83.0,0,0,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,3,1,7561,2018-06-26,Iceland,Croatia,Group Stage,7.3,0,0,1
745,745,297,Duje Ćaleta-Car,7561,"['Left Center Back', 'Center Back']",0,0,0,91.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,7,0,1,0,7561,2018-06-26,Iceland,Croatia,Group Stage,7.2,0,0,1
746,746,296,Aron Einar Gunnarsson,7561,"['Left Defensive Midfield', 'Center Defensive Midfield']",2,1,0,81.0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,7561,2018-06-26,Iceland,Croatia,Group Stage,6.8,0,1,0
747,747,295,Sverrir Ingi Ingason,7561,"['Right Center Back', 'Center Back']",2,1,0,71.0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,4,0,7561,2018-06-26,Iceland,Croatia,Group Stage,6.8,0,0,1
748,748,1273,Pione Sisto Ifolo Emirmija,7563,['Left Midfield'],0,0,0,54.0,0,0,2,1,0,0,0,0,0,0,2,2,2,0,0,0,0,3,0,0,4,1,7563,2018-06-26,Denmark,France,Group Stage,6.4,0,1,0
749,749,1272,Mathias Jørgensen Jatta,7563,['Left Center Back'],0,0,0,87.0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,5,3,0,1,2,7563,2018-06-26,Denmark,France,Group Stage,7.2,0,0,1
750,750,1271,Olivier Giroud,7563,['Center Forward'],3,1,0,80.0,0,0,0,0,0,0,0,2,0,2,1,0,3,0,0,0,0,0,0,0,0,0,7563,2018-06-26,Denmark,France,Group Stage,5.9,1,0,0
751,751,1270,Jens Stryger Larsen,7563,['Left Back'],0,0,0,70.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,7,2,7563,2018-06-26,Denmark,France,Group Stage,7.2,0,0,1
752,752,1269,Thomas Delaney,7563,['Left Center Midfield'],0,0,0,85.0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,5,2,7563,2018-06-26,Denmark,France,Group Stage,7.1,0,1,0
753,753,1268,Christian Dannemann Eriksen,7563,['Right Center Midfield'],3,1,0,60.0,0,0,1,0,0,0,0,1,0,1,2,0,5,1,0,0,0,0,0,0,9,2,7563,2018-06-26,Denmark,France,Group Stage,6.9,0,1,0
754,754,1267,Henrik Dalsgaard,7563,['Right Back'],1,0,0,63.0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,4,1,7563,2018-06-26,Denmark,France,Group Stage,7.3,0,0,1
755,755,1274,Simon Thorup Kjær,7563,['Right Center Back'],0,0,0,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,7563,2018-06-26,Denmark,France,Group Stage,7.4,0,0,1
756,756,1266,Martin Braithwaite Christensen,7563,['Right Midfield'],0,0,0,75.0,0,0,2,1,0,0,0,2,0,0,1,0,3,0,0,0,0,1,0,0,3,0,7563,2018-06-26,Denmark,France,Group Stage,6.5,0,1,0
757,757,1264,Ousmane Dembélé,7563,['Right Wing'],2,0,0,84.0,1,0,4,0,0,0,0,0,0,2,4,0,4,1,0,0,0,2,0,0,4,1,7563,2018-06-26,Denmark,France,Group Stage,6.7,1,0,0
758,758,1263,N'Golo Kanté,7563,['Right Defensive Midfield'],0,0,0,89.0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,6,0,7563,2018-06-26,Denmark,France,Group Stage,7.2,0,1,0
759,759,1262,Thomas Lemar,7563,['Left Wing'],1,0,0,91.0,2,0,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,2,2,7563,2018-06-26,Denmark,France,Group Stage,6.9,1,0,0
760,760,1261,Lucas Hernández Pi,7563,['Left Back'],0,0,0,88.0,1,0,0,1,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,1,1,7563,2018-06-26,Denmark,France,Group Stage,6.9,0,0,1
761,761,1260,Presnel Kimpembe,7563,['Left Center Back'],0,0,0,89.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,6,0,7563,2018-06-26,Denmark,France,Group Stage,7.5,0,0,1
762,762,1259,Djibril Sidibé,7563,['Right Back'],0,0,0,84.0,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,5,2,7563,2018-06-26,Denmark,France,Group Stage,7.4,0,0,1
763,763,1258,Raphaël Varane,7563,['Right Center Back'],1,0,0,89.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,8,0,7563,2018-06-26,Denmark,France,Group Stage,7.9,0,0,1
764,764,1265,Andreas Evald Cornelius,7563,['Center Forward'],0,0,0,42.0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7563,2018-06-26,Denmark,France,Group Stage,6.9,1,0,0
765,765,1032,Gabriel Iván Mercado,7564,['Right Back'],0,0,0,81.0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,3,3,7564,2018-06-26,Nigeria,Argentina,Group Stage,7.6,0,0,1
766,766,1275,Andreas Christensen,7563,['Center Defensive Midfield'],0,0,0,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,3,0,7563,2018-06-26,Denmark,France,Group Stage,7.0,0,1,0
767,767,1049,Ahmed Musa,7564,['Left Center Forward'],1,0,0,56.00000000000001,1,0,3,0,0,0,0,2,0,1,2,0,5,2,0,0,0,0,0,0,3,0,7564,2018-06-26,Nigeria,Argentina,Group Stage,6.4,1,0,0
768,768,294,Milan Badelj,7561,['Center Defensive Midfield'],2,1,1,90.0,1,1,2,2,0,0,0,3,0,0,2,2,1,0,0,0,0,5,1,0,5,2,7561,2018-06-26,Iceland,Croatia,Group Stage,8.7,0,1,0
769,769,293,Ragnar Sigurðsson,7561,['Left Center Back'],0,0,0,72.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,7561,2018-06-26,Iceland,Croatia,Group Stage,6.4,0,0,1
770,770,292,Johann Berg Guðmunds­son,7561,['Right Wing'],2,1,0,73.0,2,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,8,0,7561,2018-06-26,Iceland,Croatia,Group Stage,7.1,1,0,0
771,771,1036,Enzo Nicolás Pérez,7564,['Right Wing'],0,0,0,94.0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,1,7564,2018-06-26,Nigeria,Argentina,Group Stage,6.6,1,0,0
772,772,1037,Lionel Andrés Messi Cuccittini,7564,"['Right Center Forward', 'Right Attacking Midfield']",2,1,1,78.0,2,0,10,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,4,1,7564,2018-06-26,Nigeria,Argentina,Group Stage,8.4,1,0,0
773,773,1038,Javier Alejandro Mascherano,7564,"['Right Center Midfield', 'Center Defensive Midfield']",0,0,0,87.0,0,0,1,3,0,0,0,2,1,0,0,0,1,1,0,1,0,0,1,0,2,4,7564,2018-06-26,Nigeria,Argentina,Group Stage,7.5,0,1,0
774,774,1039,Éver Maximiliano David Banega,7564,"['Left Center Midfield', 'Left Center Back']",0,0,0,86.0,2,1,1,3,0,0,0,4,0,0,1,0,1,0,0,1,0,0,1,0,6,1,7564,2018-06-26,Nigeria,Argentina,Group Stage,8.5,0,1,1
775,775,1050,Odion Jude Ighalo,7564,['Right Center Forward'],2,1,0,83.0,1,0,2,0,0,0,0,2,0,1,0,0,4,1,0,0,0,0,2,0,1,1,7564,2018-06-26,Nigeria,Argentina,Group Stage,6.2,1,0,0
776,776,1040,Nicolás Alejandro Tagliafico,7564,['Left Back'],2,0,0,79.0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,5,1,7564,2018-06-26,Nigeria,Argentina,Group Stage,7.1,0,0,1
777,777,1042,Onyinye Wilfred Ndidi,7564,['Right Center Midfield'],1,0,0,71.0,0,0,2,1,0,0,0,3,0,1,0,0,1,1,0,0,0,3,0,0,6,2,7564,2018-06-26,Nigeria,Argentina,Group Stage,7.1,0,1,0
778,778,1043,Oghenekaro Etebo,7564,"['Left Center Midfield', 'Left Midfield']",3,0,0,68.0,1,0,6,2,0,0,0,2,0,2,1,1,2,1,0,0,0,5,1,0,9,2,7564,2018-06-26,Nigeria,Argentina,Group Stage,7.5,0,1,0
779,779,1044,Brian Oladapo Idowu,7564,"['Left Wing Back', 'Left Back']",0,0,0,77.0,1,0,0,2,0,0,0,1,0,0,1,1,2,1,0,0,0,1,1,0,3,3,7564,2018-06-26,Nigeria,Argentina,Group Stage,7.6,0,0,1
780,780,1045,Kenneth Josiah Omeruo,7564,['Left Center Back'],0,0,0,78.0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,4,0,5,2,7564,2018-06-26,Nigeria,Argentina,Group Stage,6.4,0,0,1
781,781,1046,Kelechi Promise Iheanacho,7564,['Right Center Forward'],0,0,0,60.0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,7564,2018-06-26,Nigeria,Argentina,Group Stage,5.8,1,0,0
782,782,1047,Ángel Fabián Di María Hernández,7564,['Left Wing'],1,0,0,62.0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,2,1,7564,2018-06-26,Nigeria,Argentina,Group Stage,6.6,1,0,0
783,783,1048,Leon Aderemi Balogun,7564,['Right Center Back'],1,1,0,41.0,0,0,1,0,0,1,0,2,0,0,0,0,2,1,0,1,0,0,0,0,2,3,7564,2018-06-26,Nigeria,Argentina,Group Stage,6.9,0,0,1
784,784,1041,Victor Moses,7564,"['Right Wing Back', 'Right Back']",1,1,1,54.0,0,0,0,2,0,0,0,2,0,0,3,1,1,0,0,0,0,3,0,0,5,0,7564,2018-06-26,Nigeria,Argentina,Group Stage,7.8,0,0,1
785,785,1031,William Troost-Ekong,7564,"['Center Back', 'Left Center Back']",0,0,0,61.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,7564,2018-06-26,Nigeria,Argentina,Group Stage,6.2,0,0,1
786,786,1030,John Michael Nchekwube Obinna,7564,"['Center Defensive Midfield', 'Left Center Midfield']",0,0,0,76.0,0,0,1,0,0,0,0,5,0,0,0,0,1,1,0,1,0,2,0,0,3,2,7564,2018-06-26,Nigeria,Argentina,Group Stage,6.6,0,1,0
787,787,1256,Antoine Griezmann,7563,['Center Attacking Midfield'],2,2,0,69.0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,3,2,7563,2018-06-26,Denmark,France,Group Stage,7.0,0,0,0
788,788,728,Christian Guillermo Martín Ramos Garagay,7562,['Right Center Back'],0,0,0,82.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,1,7562,2018-06-26,Australia,Peru,Group Stage,7.1,0,0,1
789,789,729,André Martín Carrillo Díaz,7562,['Right Midfield'],1,1,1,76.0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,1,7562,2018-06-26,Australia,Peru,Group Stage,8.1,0,1,0
790,790,730,Josh Risdon,7562,['Right Back'],0,0,0,80.0,0,0,2,3,0,0,0,1,0,0,1,0,1,1,0,0,0,2,1,0,2,3,7562,2018-06-26,Australia,Peru,Group Stage,6.3,0,0,1
791,791,731,Tom Rogić,7562,['Center Attacking Midfield'],2,1,0,91.0,0,0,5,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,4,0,7562,2018-06-26,Australia,Peru,Group Stage,6.2,0,0,0
792,792,732,Aaron Mooy,7562,['Left Center Midfield'],1,0,0,85.0,6,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,1,0,2,0,7562,2018-06-26,Australia,Peru,Group Stage,6.7,0,1,0
793,793,733,Aziz Eraltay Behich,7562,['Left Back'],1,0,0,85.0,1,0,0,0,0,0,0,1,0,1,1,1,3,0,0,0,0,3,0,0,6,1,7562,2018-06-26,Australia,Peru,Group Stage,5.7,0,0,1
794,794,734,Robbie Kruse,7562,['Left Midfield'],0,0,0,64.0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,0,1,0,7562,2018-06-26,Australia,Peru,Group Stage,5.7,0,1,0
795,795,735,Mark Milligan,7562,['Left Center Back'],0,0,0,94.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,4,0,7562,2018-06-26,Australia,Peru,Group Stage,6.4,0,0,1
796,796,736,Trent Sainsbury,7562,['Right Center Back'],3,0,0,92.0,2,0,1,0,0,0,0,0,0,3,1,1,0,0,1,0,0,3,5,0,2,1,7562,2018-06-26,Australia,Peru,Group Stage,7.1,0,0,1
797,797,737,Tomi Jurić,7562,['Center Forward'],0,0,0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,7562,2018-06-26,Australia,Peru,Group Stage,6.1,1,0,0
