,index,player,matchNum,positions,shots,shotsOnTarget,goals,passCompletion,keyPasses,assists,successfulDribbles,tackles,interceptions,penaltiesWon,ownGoal,foulCommitted,penaltyConceded,poorShots,dispossessed,dispossessedOwnHalf,miscontrol,miscontrolOwnHalf,errors,yellowCard,redCard,blocks,clearances,headedClearance,recoveries,dribbledPast,match_id,match_date,home_team,away_team,competition_stage,is_attacker,is_midfielder,is_defender,predicted_rating,fotmob_rating
103,84,Aurélien Djani Tchouaméni,3869685,['Right Defensive Midfield'],0,0,0,81,0,0,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,9,1,3869685,12/18/2022,Argentina,France,Final,0,1,0,7.2,7.5
104,110,Leandro Daniel Paredes,3869685,['Center Defensive Midfield'],0,0,0,100,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3869685,12/18/2022,Argentina,France,Final,0,1,0,6.7,6.3
105,87,Cristian Gabriel Romero,3869685,['Right Center Back'],0,0,0,85,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,4,9,6,4,3,3869685,12/18/2022,Argentina,France,Final,0,0,1,7,7.4
106,111,Lautaro Javier Martínez,3869685,"['Center Forward', 'Left Center Forward']",4,1,0,71,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,3869685,12/18/2022,Argentina,France,Final,1,0,0,6.5,6.1
107,96,Ángel Fabián Di María Hernández,3869685,['Left Wing'],2,1,1,86,4,0,5,0,0,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,2,2,3869685,12/18/2022,Argentina,France,Final,1,0,0,8.7,8.7
108,95,Lionel Andrés Messi Cuccittini,3869685,"['Right Wing', 'Right Center Forward']",5,4,2,82,2,0,0,1,0,0,0,2,0,1,6,1,3,0,0,0,0,1,1,0,5,0,3869685,12/18/2022,Argentina,France,Final,1,0,0,8.7,9
109,97,Olivier Giroud,3869685,['Center Forward'],0,0,0,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3869685,12/18/2022,Argentina,France,Final,1,0,0,6.2,6.5
110,104,Marcus Thuram,3869685,"['Left Wing', 'Center Forward', 'Left Midfield']",0,0,0,68,0,1,2,1,0,0,0,2,0,0,1,0,5,2,0,1,0,2,2,2,5,0,3869685,12/18/2022,Argentina,France,Final,1,1,0,7.5,7.7
111,105,Marcos Javier Acuña,3869685,"['Left Wing', 'Left Center Midfield', 'Left Wing Back']",0,0,0,68,2,0,0,1,0,0,0,2,0,0,3,3,1,0,0,1,0,3,1,1,2,1,3869685,12/18/2022,Argentina,France,Final,1,1,0,6.4,6.3
112,101,Julián Álvarez,3869685,['Center Forward'],1,1,0,81,1,0,0,0,0,0,0,8,0,0,1,1,3,2,0,0,0,2,0,0,2,2,3869685,12/18/2022,Argentina,France,Final,1,0,0,6.3,6.2
113,99,Kylian Mbappé Lottin,3869685,"['Left Wing', 'Center Forward', 'Left Center Forward']",6,3,3,70,0,0,6,0,0,0,0,1,0,1,0,0,2,1,0,0,0,1,0,0,7,0,3869685,12/18/2022,Argentina,France,Final,1,0,0,10.3,9.6
114,85,Nahuel Molina Lucero,3869685,['Right Back'],0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,3869685,12/18/2022,Argentina,France,Final,0,0,1,6.7,6.8
