"player_id","player_name","team_name","start_year","end_year","key_target_base","runs_stolen_on_running_act","n_init","rate_sbx","n_sb","n_cs","n_pk","n_bk","n_fb","n_plus","n_minus","net_act_plus","net_act_minus","r_primary_lead","r_secondary_lead","r_sec_minus_prim_lead","r_primary_lead_sbx","r_secondary_lead_sbx","r_sec_minus_prim_lead_sbx"
669257,"Smith, Will","LAD",2023,2023,"3B",-0.16040261150156757,339,0,0,0,0,0,0,0,0,-1.4800084439323709,0.30133128285534794,"13.881660661","17.161984985","3.280324324",,,
641598,"Garver, Mitch","TEX",2023,2023,"3B",-0.15264367659644884,199,0,0,0,0,0,0,0,0,-1.0755990443251284,0.13883584948572633,"13.225294416","17.202010152","3.976715736",,,
660688,"Ruiz, Keibert","WSH",2023,2023,"3B",-0.18280983067029183,259,0,0,0,0,0,0,0,0,-1.3556419122948398,0.1962634484192803,"12.510181102","16.804523622","4.29434252",,,
666969,"García, Adolis","TEX",2023,2023,"3B",-0.17367986331540167,275,0,0,0,0,0,0,0,0,-1.2359555939682916,0.16335834550723694,"11.855492481","16.098240602","4.24274812",,,
624641,"Sosa, Edmundo","PHI",2023,2023,"3B",-0.009829747245898884,251,0.00398406374501992,1,0,0,0,0,1,0,-0.4124297184375493,0.16145821431469098,"14.9348","19.628595833","4.693795833","20.317","32.667","12.35"
647304,"Naylor, Josh","CLE",2023,2023,"3B",0.2047758595869515,260,0.007692307692307693,2,0,0,0,0,2,0,0.7455038780298209,0.12372240884663847,"11.82921875","15.464640625","3.635421875","13.3575","33.5345","20.177"
446334,"Longoria, Evan","AZ",2023,2023,"3B",-0.04431039237923059,105,0,0,0,0,0,0,0,0,-0.5622662638361924,0.15142857864001752,"12.380355769","17.935923077","5.555567308",,,
656180,"Adams, Riley","WSH",2023,2023,"3B",-0.08188349499984574,98,0,0,0,0,0,0,0,0,-0.4975122220894308,0.03915322092897871,"13.181928571","17.245142857","4.063214286",,,
664056,"Bader, Harrison","CIN",2023,2023,"3B",0.11658453534219745,181,0.0055248618784530384,1,0,0,0,0,1,0,0.28830244162072616,0.13094232670678269,"13.886988166","16.647467456","2.76047929","15.462","31.22","15.758"
545361,"Trout, Mike","LAA",2023,2023,"3B",-0.0055284985547352766,253,0.003952569169960474,1,0,0,0,0,1,0,-0.38675210287158296,0.15960427115462505,"13.556113821","16.292544715","2.736430894","12.282","24.42","12.138"
678882,"Rafaela, Ceddanne","BOS",2023,2023,"3B",-0.049881528185029805,63,0,0,0,0,0,0,0,0,-0.3258413265146663,0.03397052692867438,"14.04452459","17.13257377","3.08804918",,,
621563,"Wendle, Joey","MIA",2023,2023,"3B",0.11430496735628398,184,0.005434782608695652,1,0,0,0,0,1,0,0.2622750358972095,0.13744435594853796,"13.945752874","17.530609195","3.584856322","17.26","28.816","11.556"
675656,"Smith, Kevin","ATH",2023,2023,"3B",-0.07661005628850279,39,0,0,0,0,0,0,0,0,-0.46322952330070966,0.03563521860364243,"13.830076923","16.445512821","2.615435897",,,
592200,"Casali, Curt","CIN",2023,2023,"3B",-0.07375860635751874,57,0,0,0,0,0,0,0,0,-0.4229942298178816,0.02408942134679465,"14.015403509","18.009561404","3.994157895",,,
657088,"Wall, Forrest","ATL",2023,2023,"3B",0.15986356595564016,21,0.047619047619047616,1,0,0,0,0,1,0,0.784290929000387,0.006678622567917228,"12.534047619","18.206952381","5.672904762","17.327","33.358","16.031"
570731,"Schoop, Jonathan","DET",2023,2023,"3B",-0.09642948140749326,113,0,0,0,0,0,0,0,0,-0.6918660534148395,0.09320828727883254,"14.163929204","17.479150442","3.315221239",,,
682515,"Porter, Logan","KC",2023,2023,"3B",-0.04681078106451799,29,0,0,0,0,0,0,0,0,-0.2847330291704321,0.02252405504348541,"14.564482759","19.744655172","5.180172414",,,
660821,"Sánchez, Jesús","MIA",2023,2023,"3B",-0.12371852978794533,261,0,0,0,0,0,0,0,0,-0.863466702596517,0.10883291273635123,"13.906757813","17.803433594","3.896675781",,,
681297,"Cowser, Colton","BAL",2023,2023,"3B",-0.10295447248591583,47,0,0,0,0,0,0,0,0,-0.6007220703314085,0.03819987017859079,"13.384304348","19.67523913","6.290934783",,,
642180,"Wade, Tyler","ATH",2023,2023,"3B",0.1509358789002634,39,0.02564102564102564,1,0,0,0,0,1,0,0.7373735430055232,0.007691489553686114,"12.182921053","15.708736842","3.525815789","13.638","44.035","30.397"
518735,"Grandal, Yasmani","CWS",2023,2023,"3B",-0.09338236423061763,187,0,0,0,0,0,0,0,0,-0.6955673111460566,0.10162466221909709,"13.234764706","16.30273262","3.067967914",,,
596059,"Odor, Rougned","SD",2023,2023,"3B",-0.021445548934694365,128,0,0,0,0,0,0,0,0,-0.4563706380394171,0.1551746192737535,"14.196104","18.616056","4.419952",,,
643565,"Tauchman, Mike","CHC",2023,2023,"3B",-0.00037171093564403873,285,0,0,0,0,1,0,1,0,-0.30830924646043767,0.13620030745876313,"12.816636029","17.017036765","4.200400735",,,
650333,"Arraez, Luis","MIA",2023,2023,"3B",0.018995422938740278,444,0.0022522522522522522,1,0,0,0,0,1,0,-0.6713502346175583,0.34058993302722657,"12.137948956","15.8912529","3.753303944","16.437","31.124","14.687"
696285,"Young, Jacob","WSH",2023,2023,"3B",-0.344105764434594,83,0.012048192771084338,1,0,1,0,0,1,1,0.39232792092569113,-0.939047441377183,"13.802875","18.7700875","4.9672125","14.349","36.057","21.708"
657077,"Verdugo, Alex","BOS",2023,2023,"3B",-0.022206450955106934,435,0,0,0,0,1,0,1,0,-0.8335066392991793,0.3210997264549534,"11.7482277","15.086734742","3.338507042",,,
683021,"Stefanic, Michael","LAA",2023,2023,"3B",-0.024362902470397654,82,0,0,0,0,0,0,0,0,-0.28086660967954125,0.07068982103446803,"14.416810127","18.572835443","4.156025316",,,
683734,"Vaughn, Andrew","CWS",2023,2023,"3B",-0.13336922058175446,339,0,0,0,0,0,0,0,0,-1.5541355075489938,0.39435084650676516,"12.445525373","15.951370149","3.505844776",,,
621545,"Remillard, Zach","CWS",2023,2023,"3B",0.1626759274095923,84,0.011904761904761904,1,0,0,0,0,1,0,0.5789158120825397,0.1042061444290763,"13.596320988","17.26654321","3.670222222","18.517","35.498","16.981"
669004,"Melendez, MJ","KC",2023,2023,"3B",-0.16004456861789462,302,0,0,0,0,0,0,0,0,-1.3091492294564007,0.22618950505196733,"14.712369492","18.181881356","3.469511864",,,
624503,"Gordon, Nick","MIN",2023,2023,"3B",-0.017769335884622744,44,0,0,0,0,0,0,0,0,-0.14502107025148112,0.024966395923718784,"13.12825","18.402795455","5.274545455",,,
672275,"Bailey, Patrick","SF",2023,2023,"3B",-0.15707177030401143,192,0,0,0,0,0,0,0,0,-1.1017621778608369,0.14062370059590207,"12.797362162","17.338021622","4.540659459",,,
502671,"Goldschmidt, Paul","STL",2023,2023,"3B",0.18217202172305877,450,0.006666666666666667,3,0,0,0,0,3,0,0.3082529801090447,0.26782539044722203,"11.914299304","17.132524362","5.218225058","15.992","39.204333333","23.212333333"
602104,"Urías, Ramón","BAL",2023,2023,"3B",-0.3959404064384813,226,0.004424778761061947,1,0,1,0,0,1,1,-0.3762745881256848,-0.7126344195852093,"14.650490909","18.665922727","4.015431818","21.582","43.347","21.765"
642731,"Estrada, Thairo","SF",2023,2023,"3B",-0.41718010192836713,396,0.0025252525252525255,0,1,0,1,0,1,1,-1.2291487900669307,-0.38077854203329087,"12.674448","16.229626667","3.555178667","15.122","31.454","16.332"
543685,"Rendon, Anthony","LAA",2023,2023,"3B",-0.027396229007554177,73,0,0,0,0,0,0,0,0,-0.3276808820225458,0.08475543865989997,"14.914027397","20.034191781","5.120164384",,,
592518,"Machado, Manny","SD",2023,2023,"3B",-0.21835483971032668,265,0,0,0,0,0,0,0,0,-1.3618576797381685,0.12003710274957127,"14.02351626","18.165089431","4.141573171",,,
660634,"Hernández, Yonny","LAD",2023,2023,"3B",-0.000034992573997462374,2,0,0,0,0,0,0,0,0,-0.005788466820285864,0.0024948906445771343,"20.69","25.137","4.447",,,
650559,"De La Cruz, Bryan","MIA",2023,2023,"3B",-0.05751610956875816,370,0.002702702702702703,1,0,0,0,0,1,0,-0.6974835156846093,0.18217909681814123,"11.679572207","15.536803815","3.857231608","11.976","28.527","16.551"
542364,"Ortega, Rafael","NYM",2023,2023,"3B",0.10421901676554594,108,0.009259259259259259,1,0,0,0,0,1,0,0.31415233373760465,0.0919745555956111,"13.820692308","18.530711538","4.710019231","15.376","31.372","15.996"
592206,"Castellanos, Nick","PHI",2023,2023,"3B",-0.3417818847315322,390,0,0,0,0,0,0,0,0,-2.2103817894057025,0.22287660699912928,"14.070374332","17.165064171","3.09468984",,,
676475,"Burleson, Alec","STL",2023,2023,"3B",0.06609926278522134,226,0.004424778761061947,1,0,0,0,0,1,0,-0.06667430635636601,0.17652027568109915,"12.233782805","16.715565611","4.481782805","13.717","30.334","16.617"
672515,"Moreno, Gabriel","AZ",2023,2023,"3B",0.04772421242148281,229,0.004366812227074236,1,0,0,0,0,1,0,-0.22079149410317245,0.20418335831581613,"12.636885463","15.762","3.125114537","14.873","31.407","16.534"
488726,"Brantley, Michael","HOU",2023,2023,"3B",-0.012081843516058344,20,0,0,0,0,0,0,0,0,-0.06685954721927345,0.0028668131728807667,"13.093666667","17.365388889","4.271722222",,,
593428,"Bogaerts, Xander","SD",2023,2023,"3B",1.094344135246543,421,0.014251781472684086,6,0,0,1,0,7,0,4.85370948620422,0.27467164001266337,"14.506343902","18.758041463","4.251697561","17.724833333","32.1595","14.434666667"
682617,"Luciano, Marco","SF",2023,2023,"3B",-0.04297390955428387,43,0,0,0,0,0,0,0,0,-0.2916187198729477,0.03411074315623492,"14.731475","17.14245","2.410975",,,
669911,"Toglia, Michael","COL",2023,2023,"3B",0.3836848349373073,37,0.02702702702702703,1,0,0,1,0,2,0,1.877231719401132,0.018307757904624106,"15.265666667","17.951277778","2.685611111","16.969","31.804","14.835"
680118,"Blanco, Dairon","KC",2023,2023,"3B",1.472949161069765,125,0.064,8,0,0,0,0,8,0,7.235612730716847,0.05739247761421177,"13.922166667","18.237078947","4.314912281","14.892125","28.251","13.358875"
624512,"McGuire, Reese","BOS",2023,2023,"3B",-0.05120570853800287,123,0,0,0,0,0,0,0,0,-0.5283199949348903,0.1210184232199449,"13.640533333","15.621758333","1.981225",,,
687952,"Encarnacion-Strand, Christian","CIN",2023,2023,"3B",-0.05314413025123946,103,0,0,0,0,0,0,0,0,-0.5885023800239473,0.14345854611900008,"12.801186275","16.854754902","4.053568627",,,
660162,"Moncada, Yoán","CWS",2023,2023,"3B",-0.16123810120587326,155,0,0,0,0,0,0,0,0,-1.0415568463332785,0.10460726235729445,"10.702598684","13.677993421","2.975394737",,,
571875,"Lamb, Jake","LAA",2023,2023,"3B",-0.04707845101612068,65,0,0,0,0,0,0,0,0,-0.26920211503650543,0.015026604424845366,"14.152419355","18.77816129","4.625741935",,,
687799,"Marlowe, Cade","SEA",2023,2023,"3B",-0.039853463247993735,70,0,0,0,0,0,0,0,0,-0.2606305251594914,0.027272537297565444,"14.185115942","19.404695652","5.21957971",,,
669304,"Miranda, Jose F","MIN",2023,2023,"3B",-0.026106732217636847,57,0,0,0,0,0,0,0,0,-0.26863030892683304,0.06137628792828845,"12.936053571","18.382660714","5.446607143",,,
596142,"Sánchez, Gary","SD",2023,2023,"3B",-0.11357930827264179,112,0,0,0,0,0,0,0,0,-0.6844733165098039,0.051811900065153293,"11.51436036","15.513657658","3.999297297",,,
647351,"Toro, Abraham","MIL",2023,2023,"3B",-0.0011742980239119647,5,0,0,0,0,0,0,0,0,-0.007664851844295872,0.0007970496554382434,"12.8468","16.688","3.8412",,,
572008,"Owings, Chris","PIT",2023,2023,"3B",-0.007467320343877556,7,0,0,0,0,0,0,0,0,-0.04674257006992186,0.0041804303780151476,"11.882428571","15.584571429","3.702142857",,,
614173,"Cordero, Franchy","NYY",2023,2023,"3B",-0.009154221908486736,19,0,0,0,0,0,0,0,0,-0.056969372913268465,0.004977005942593239,"15.048368421","18.024947368","2.976578947",,,
641355,"Bellinger, Cody","CHC",2023,2023,"3B",0.10659316031264729,414,0.004830917874396135,2,0,0,0,0,2,0,0.04218979925334393,0.2181226676932856,"14.109489744","17.927084615","3.817594872","16.3425","25.904","9.5615"
605204,"Davis, J.D.","SF",2023,2023,"3B",-0.19877977698860244,353,0,0,0,0,0,0,0,0,-1.5499335920094546,0.24712653647397467,"12.568009231","16.6502","4.082190769",,,
663609,"Baker, Luken","STL",2023,2023,"3B",-0.00650783983662326,34,0,0,0,0,0,0,0,0,-0.17783731974656217,0.06457694247264265,"12.222058824","17.315411765","5.093352941",,,
683002,"Henderson, Gunnar","BAL",2023,2023,"3B",0.007898858436354843,315,0,0,0,0,1,0,1,0,-0.6527552064153063,0.30766644382092506,"14.574241042","17.954785016","3.380543974",,,
670223,"Mervis, Matt","CHC",2023,2023,"3B",0.15639676011020495,78,0,0,0,0,1,0,1,0,0.7195362952109982,0.02775444681778951,"14.83112987","18.988948052","4.157818182",,,
641511,"Delay, Jason","PIT",2023,2023,"3B",-0.046243673451259085,110,0,0,0,0,0,0,0,0,-0.3476155765726041,0.05173209302947022,"15.310733945","19.431559633","4.120825688",,,
608596,"Murphy, Tom","SEA",2023,2023,"3B",-0.5356651818072643,122,0,0,0,1,0,0,0,1,-0.8168956540811887,-0.8273023355356148,"12.769016529","16.558008264","3.788991736",,,
668227,"Arozarena, Randy","TB",2023,2023,"3B",-0.013520468768100466,339,0.011799410029498525,3,1,0,0,0,3,1,1.1869524044748438,-0.5575798881401538,"14.52666875","18.420971875","3.894303125","17.159","28.679","11.52"
663897,"Williams, Luke","ATL",2023,2023,"3B",0.18487642064938595,11,0.09090909090909091,1,0,0,0,0,1,0,0.9214555835815956,0.0013006754068151365,"13.977727273","20.028545455","6.050818182","16.878","34.392","17.514"
543305,"Hicks, Aaron","BAL",2023,2023,"3B",-0.005291753776706299,174,0,0,0,0,0,0,0,0,-0.9762270765603673,0.4221192478563715,"13.033005814","17.922837209","4.889831395",,,
642708,"Rosario, Amed","LAD",2023,2023,"3B",-0.03999033694035574,353,0.0028328611898017,1,0,0,0,0,1,0,-1.0740259339337503,0.3884774441030984,"14.284188272","17.415842593","3.131654321","15.134","34.428","19.294"
691406,"Caminero, Junior","TB",2023,2023,"3B",-0.0007497555754249386,3,0,0,0,0,0,0,0,0,-0.004328869891478816,0.0002578186730462771,"10.589666667","12.136333333","1.546666667",,,
665487,"Tatis Jr., Fernando","SD",2023,2023,"3B",0.7838635382809135,499,0.01603206412825651,7,1,0,1,0,8,1,5.450673175687877,-0.6806024374592474,"11.414248322","16.987105145","5.572856823","12.5565","29.6955","17.139"
621458,"Rios, Edwin","CHC",2023,2023,"3B",-0.000703059851039147,1,0,0,0,0,0,0,0,0,-0.004505182626553631,0.00043994816504795383,"11.39","15.532","4.142",,,
609280,"Andujar, Miguel","PIT",2023,2023,"3B",-0.11883566031283219,110,0,0,0,0,0,0,0,0,-0.9590653516041228,0.16217202223998292,"14.965327103","18.553214953","3.58788785",,,
666703,"Rosario, Eguy","SD",2023,2023,"3B",-0.026240519631821047,34,0,0,0,0,0,0,0,0,-0.1751054207554067,0.019512365598356108,"14.897606061","18.246","3.348393939",,,
613564,"Vosler, Jason","CIN",2023,2023,"3B",-0.0038490735414960483,6,0,0,0,0,0,0,0,0,-0.022234201409758108,0.0013283705343457195,"13.197166667","17.6875","4.490333333",,,
675986,"Smith-Njigba, Canaan","PIT",2023,2023,"3B",-0.007576395421381388,15,0,0,0,0,0,0,0,0,-0.040151458700338184,0.0010086584859694417,"14.361066667","17.612133333","3.251066667",,,
457705,"McCutchen, Andrew","PIT",2023,2023,"3B",0.003557488587339133,285,0.0035087719298245615,1,0,0,0,0,1,0,-0.39659209286423214,0.18416868257819008,"13.182807273","18.751701818","5.568894545","14.42","32.564","18.144"
571657,"Farmer, Kyle","MIN",2023,2023,"3B",0.044327036434644744,220,0.004545454545454545,1,0,0,0,0,1,0,-0.09311362923740048,0.13988836062694415,"13.555479263","17.389981567","3.834502304","15.847","24.619","8.772"
656716,"McKinstry, Zach","DET",2023,2023,"3B",0.20543376203433583,347,0.002881844380403458,1,0,0,1,0,2,0,0.731530902491802,0.13139462563550097,"11.704840237","16.641224852","4.936384615","10.061","28.475","18.414"
671732,"Butler, Lawrence","ATH",2023,2023,"3B",-0.008236146814500672,28,0,0,0,0,0,0,0,0,-0.05827307279043996,0.007596594985749596,"13.26012","17.56352","4.3034",,,
595909,"Cave, Jake","PHI",2023,2023,"3B",-0.036544286356835896,64,0,0,0,0,0,0,0,0,-0.20752166685289844,0.01102232669720841,"13.503031746","18.073222222","4.570190476",,,
680777,"Jeffers, Ryan","MIN",2023,2023,"3B",-0.13164050903221858,210,0,0,0,0,0,0,0,0,-0.8811087756885483,0.09906943578998013,"12.898526316","17.284033493","4.385507177",,,
543760,"Semien, Marcus","TEX",2023,2023,"3B",-0.10585796013343643,571,0.0017513134851138354,1,0,0,0,0,1,0,-1.6230142498585196,0.48609975519614973,"12.625910584","17.020514599","4.394604015","14.927","34.078","19.151"
527038,"Flores, Wilmer","SF",2023,2023,"3B",-0.27466851893192407,319,0,0,0,0,0,0,0,0,-2.1223969666677522,0.3329130542258365,"13.511145631","16.448514563","2.937368932",,,
643376,"Jansen, Danny","TOR",2023,2023,"3B",-0.09733336400655926,129,0,0,0,0,0,0,0,0,-0.7033170987492788,0.09628901276288115,"12.016421875","15.635976563","3.619554688",,,
516416,"Segura, Jean","MIA",2023,2023,"3B",0.13162992817114624,127,0.007874015748031496,1,0,0,0,0,1,0,0.5060242291118532,0.06761129410839023,"15.638609756","18.912682927","3.274073171","14.929","30.182","15.253"
641658,"Hampson, Garrett","MIA",2023,2023,"3B",0.07120288886047202,212,0.0047169811320754715,1,0,0,0,0,1,0,0.17165887008275682,0.08193581076426812,"14.605582915","17.948075377","3.342492462","17.028","35.459","18.431"
669224,"Wells, Austin","NYY",2023,2023,"3B",-0.0015740760617419926,42,0,0,0,0,0,0,0,0,-0.15781262844458255,0.06664099917149893,"13.933365854","18.249902439","4.316536585",,,
572233,"Walker, Christian","AZ",2023,2023,"3B",-0.1626644197699471,376,0,0,0,0,0,0,0,0,-1.9393603187643165,0.5004614310731473,"12.380061828","16.635298387","4.255236559",,,
663368,"Perkins, Blake","MIL",2023,2023,"3B",-0.12087678216202491,140,0,0,0,0,0,0,0,0,-0.8130516397558112,0.09274121286475015,"12.473237037","16.511459259","4.038222222",,,
665750,"Taveras, Leody","TEX",2023,2023,"3B",0.14134882850523567,349,0.014326647564469915,4,1,0,0,0,4,1,2.3520017067998107,-0.7312255841216138,"13.309679525","16.741854599","3.432175074","14.4254","33.6738","19.2484"
605170,"Caratini, Victor","MIL",2023,2023,"3B",-0.04145532723107273,145,0,0,0,0,0,0,0,0,-0.7638590309589663,0.2473699532460456,"12.558297101","15.787768116","3.229471014",,,
623205,"Velazquez, Andrew","LAA",2023,2023,"3B",-0.3080530743564233,87,0.022988505747126436,1,1,0,0,0,1,1,0.4570948322570435,-0.8877156462396268,"11.0411125","16.428425","5.3873125","12.3565","27.3255","14.969"
614177,"Reyes, Franmil","KC",2023,2023,"3B",-0.0024293797140771418,10,0,0,0,0,0,0,0,0,-0.016501755407659018,0.001935491927677027,"12.6311","16.0599","3.4288",,,
607732,"Stallings, Jacob","MIA",2023,2023,"3B",-0.10701139775154098,160,0,0,0,0,0,0,0,0,-0.7296146396676962,0.08647006707110734,"13.10805625","17.26750625","4.15945",,,
673357,"Robert Jr., Luis","CWS",2023,2023,"3B",0.6166889397282624,371,0.01078167115902965,4,0,0,0,0,4,0,2.3582124345190802,0.32232545072099206,"12.330928177","16.554936464","4.224008287","14.48575","30.81725","16.3315"
458015,"Votto, Joey","CIN",2023,2023,"3B",-0.11199548466294437,114,0,0,0,0,0,0,0,0,-0.6664027195369954,0.047300131654343824,"13.86409009","18.347225225","4.483135135",,,
641584,"Fraley, Jake","CIN",2023,2023,"3B",-0.45508135122242854,257,0.019455252918287938,3,2,0,0,0,3,2,1.9883363217921288,-1.8949969235130095,"13.873407407","19.582164609","5.708757202","17.108","31.3356","14.2276"
545121,"Vargas, Ildemaro","WSH",2023,2023,"3B",-0.0951958940076941,149,0,0,0,0,0,0,0,0,-0.9240343786126785,0.19913551492187032,"13.2744375","18.365090278","5.090652778",,,
678225,"Bae, Ji Hwan","PIT",2023,2023,"3B",-0.27256856798979184,270,0.022222222222222223,4,2,0,0,0,4,2,2.671374919814548,-1.7929856710060041,"13.007215686","17.019356863","4.012141176","13.653666667","27.433666667","13.78"
656248,"Bouchard, Sean","COL",2023,2023,"3B",-0.024519313487442563,39,0,0,0,0,0,0,0,0,-0.1445796306627343,0.009770250322454042,"15.085486486","18.662135135","3.576648649",,,
542303,"Ozuna, Marcell","ATL",2023,2023,"3B",-0.13310119336171425,261,0,0,0,0,0,0,0,0,-1.109340645614371,0.1972598572470223,"10.864882353","16.41147451","5.546592157",,,
608324,"Bregman, Alex","HOU",2023,2023,"3B",-0.28528179234901746,379,0,0,0,0,0,0,0,0,-2.064246797223003,0.2834834824346291,"13.337581769","17.125343164","3.787761394",,,
650490,"Díaz, Yandy","TB",2023,2023,"3B",-0.3002452109306654,482,0,0,0,0,0,0,0,0,-2.3595710342432916,0.38148665759554024,"11.136090717","14.978618143","3.842527426",,,
455117,"Maldonado, Martín","HOU",2023,2023,"3B",-0.053122295102033895,160,0,0,0,0,0,0,0,0,-0.6580195000539303,0.17440356646389363,"11.886083333","15.982948718","4.096865385",,,
